job_id,customer_id,repair_date,repair_type,parts_changed,fault_code,fault_reason
JOB00116199,CUST00124486,2026-07-17,Emergency,Part_Y1,F92,System error occurred due to component failure
JOB00116200,CUST00124487,2026-07-20,Emergency,Part_H5,F27,System error occurred due to component failure
JOB00116201,CUST00124488,2026-07-16,Emergency,Part_Q15,F69,System error occurred due to component failure
JOB00116202,CUST00124489,2026-07-17,Emergency,Part_A13,F30,System error occurred due to component failure
JOB00116203,CUST00124490,2026-07-17,Emergency,Part_F0,F53,System error occurred due to component failure
JOB00116204,CUST00124491,2026-07-20,Emergency,Part_Z17,F16,System error occurred due to component failure
JOB00116205,CUST00124492,2026-07-22,Emergency,Part_N19,F82,System error occurred due to component failure
JOB00116206,CUST00124493,2026-07-21,Emergency,Part_Q15,F53,System error occurred due to component failure
JOB00116207,CUST00124494,2026-07-19,Emergency,Part_C14,F59,System error occurred due to component failure
JOB00116208,CUST00124495,2026-07-20,Emergency,Part_Z17,F78,System error occurred due to component failure
JOB00116209,CUST00124496,2026-07-21,Emergency,Part_C14,F27,System error occurred due to component failure
JOB00116210,CUST00124497,2026-07-17,Emergency,Part_N19,F73,System error occurred due to component failure
JOB00116211,CUST00124498,2026-07-19,Emergency,Part_X6,F27,System error occurred due to component failure
JOB00116212,CUST00124499,2026-07-18,Emergency,Part_F0,F53,System error occurred due to component failure
JOB00116213,CUST00124500,2026-07-20,Emergency,Part_Z17,F11,System error occurred due to component failure
JOB00116214,CUST00124501,2026-07-20,Emergency,Part_Z17,F53,System error occurred due to component failure
JOB00116215,CUST00124502,2026-07-18,Emergency,Part_X6,F27,System error occurred due to component failure
JOB00116216,CUST00124503,2026-07-22,Emergency,Part_M10,F44,System error occurred due to component failure
JOB00116217,CUST00124504,2026-07-17,Emergency,Part_Y1,F82,System error occurred due to component failure
JOB00116218,CUST00124505,2026-07-16,Emergency,Part_Q15,F64,System error occurred due to component failure
JOB00116219,CUST00124506,2026-07-18,Emergency,Part_R9,F53,System error occurred due to component failure
JOB00116220,CUST00124507,2026-07-17,Emergency,Part_C12,F64,System error occurred due to component failure
JOB00116221,CUST00124508,2026-07-22,Emergency,Part_Y7,F16,System error occurred due to component failure
JOB00116222,CUST00124509,2026-07-20,Emergency,Part_L3,F16,System error occurred due to component failure
JOB00116223,CUST00124510,2026-07-17,Emergency,Part_R9,F53,System error occurred due to component failure
JOB00116224,CUST00124511,2026-07-20,Emergency,Part_Q11,F59,System error occurred due to component failure
JOB00116225,CUST00124512,2026-07-22,Emergency,Part_X6,F78,System error occurred due to component failure
JOB00116226,CUST00124513,2026-07-21,Emergency,Part_Y1,F69,System error occurred due to component failure
JOB00116227,CUST00124514,2026-07-20,Emergency,Part_Z17,F16,System error occurred due to component failure
JOB00116228,CUST00124515,2026-07-18,Emergency,Part_H5,F53,System error occurred due to component failure
JOB00116229,CUST00124516,2026-07-19,Emergency,Part_A13,F82,System error occurred due to component failure
JOB00116230,CUST00124517,2026-07-16,Emergency,Part_N19,F11,System error occurred due to component failure
JOB00116231,CUST00124518,2026-07-22,Emergency,Part_Z17,F92,System error occurred due to component failure
JOB00116232,CUST00124519,2026-07-16,Emergency,Part_C12,F30,System error occurred due to component failure
JOB00116233,CUST00124520,2026-07-18,Emergency,Part_Q11,F59,System error occurred due to component failure
JOB00116234,CUST00124521,2026-07-16,Emergency,Part_Q15,F69,System error occurred due to component failure
JOB00116235,CUST00124522,2026-07-19,Emergency,Part_X6,F44,System error occurred due to component failure
JOB00116236,CUST00124523,2026-07-22,Emergency,Part_R9,F59,System error occurred due to component failure
JOB00116237,CUST00124524,2026-07-21,Emergency,Part_R9,F30,System error occurred due to component failure
JOB00116238,CUST00124525,2026-07-20,Emergency,Part_Q11,F78,System error occurred due to component failure
JOB00116239,CUST00124526,2026-07-19,Emergency,Part_H5,F27,System error occurred due to component failure
JOB00116240,CUST00124527,2026-07-22,Emergency,Part_Y7,F53,System error occurred due to component failure
JOB00116241,CUST00124528,2026-07-20,Emergency,Part_F8,F30,System error occurred due to component failure
JOB00116242,CUST00124529,2026-07-22,Emergency,Part_R9,F78,System error occurred due to component failure
JOB00116243,CUST00124530,2026-07-22,Emergency,Part_Y7,F59,System error occurred due to component failure
JOB00116244,CUST00124531,2026-07-18,Emergency,Part_C12,F82,System error occurred due to component failure
JOB00116245,CUST00124532,2026-07-17,Emergency,Part_F0,F53,System error occurred due to component failure
JOB00116246,CUST00124533,2026-07-22,Emergency,Part_D18,F69,System error occurred due to component failure
JOB00116247,CUST00124534,2026-07-16,Emergency,Part_F0,F16,System error occurred due to component failure
JOB00116248,CUST00124535,2026-07-18,Emergency,Part_Q11,F73,System error occurred due to component failure
JOB00116249,CUST00124536,2026-07-20,Emergency,Part_N19,F78,System error occurred due to component failure
JOB00116250,CUST00124537,2026-07-20,Emergency,Part_Q15,F69,System error occurred due to component failure
JOB00116251,CUST00124538,2026-07-22,Emergency,Part_F8,F53,System error occurred due to component failure
JOB00116252,CUST00124539,2026-07-17,Emergency,Part_R9,F64,System error occurred due to component failure
JOB00116253,CUST00124540,2026-07-22,Emergency,Part_Y1,F16,System error occurred due to component failure
JOB00116254,CUST00124541,2026-07-18,Emergency,Part_Y7,F30,System error occurred due to component failure
JOB00116255,CUST00124542,2026-07-18,Emergency,Part_C12,F11,System error occurred due to component failure
JOB00116256,CUST00124543,2026-07-19,Emergency,Part_F0,F53,System error occurred due to component failure
JOB00116257,CUST00124544,2026-07-16,Emergency,Part_H5,F53,System error occurred due to component failure
JOB00116258,CUST00124545,2026-07-22,Emergency,Part_F8,F82,System error occurred due to component failure
JOB00116259,CUST00124546,2026-07-18,Emergency,Part_U2,F27,System error occurred due to component failure
JOB00116260,CUST00124547,2026-07-20,Emergency,Part_U2,F53,System error occurred due to component failure
JOB00116261,CUST00124548,2026-07-21,Emergency,Part_X6,F11,System error occurred due to component failure
JOB00116262,CUST00124549,2026-07-16,Emergency,Part_X6,F44,System error occurred due to component failure
JOB00116263,CUST00124550,2026-07-22,Emergency,Part_P4,F30,System error occurred due to component failure
JOB00116264,CUST00124551,2026-07-22,Emergency,Part_A13,F73,System error occurred due to component failure
JOB00116265,CUST00124552,2026-07-17,Emergency,Part_Q15,F53,System error occurred due to component failure
JOB00116266,CUST00124553,2026-07-18,Emergency,Part_C12,F82,System error occurred due to component failure
JOB00116267,CUST00124554,2026-07-17,Emergency,Part_U2,F11,System error occurred due to component failure
JOB00116268,CUST00124555,2026-07-18,Emergency,Part_Y7,F53,System error occurred due to component failure
JOB00116269,CUST00124556,2026-07-19,Emergency,Part_A13,F82,System error occurred due to component failure
JOB00116270,CUST00124557,2026-07-20,Emergency,Part_M10,F59,System error occurred due to component failure
JOB00116271,CUST00124558,2026-07-22,Emergency,Part_Q11,F82,System error occurred due to component failure
JOB00116272,CUST00124559,2026-07-22,Emergency,Part_Q15,F92,System error occurred due to component failure
JOB00116273,CUST00124560,2026-07-17,Emergency,Part_L3,F59,System error occurred due to component failure
JOB00116274,CUST00124561,2026-07-21,Emergency,Part_U2,F11,System error occurred due to component failure
JOB00116275,CUST00124562,2026-07-17,Emergency,Part_P4,F73,System error occurred due to component failure
JOB00116276,CUST00124563,2026-07-21,Emergency,Part_U2,F59,System error occurred due to component failure
JOB00116277,CUST00124564,2026-07-16,Emergency,Part_A13,F69,System error occurred due to component failure
JOB00116278,CUST00124565,2026-07-21,Emergency,Part_C14,F64,System error occurred due to component failure
JOB00116279,CUST00124566,2026-07-16,Emergency,Part_Q15,F53,System error occurred due to component failure
JOB00116280,CUST00124567,2026-07-19,Emergency,Part_Y1,F82,System error occurred due to component failure
JOB00116281,CUST00124568,2026-07-17,Emergency,Part_M10,F11,System error occurred due to component failure
JOB00116282,CUST00124569,2026-07-19,Emergency,Part_F0,F53,System error occurred due to component failure
JOB00116283,CUST00124570,2026-07-22,Emergency,Part_H5,F78,System error occurred due to component failure
JOB00116284,CUST00124571,2026-07-16,Emergency,Part_Y1,F92,System error occurred due to component failure
JOB00116285,CUST00124572,2026-07-16,Emergency,Part_H5,F53,System error occurred due to component failure
JOB00116286,CUST00124573,2026-07-22,Emergency,Part_A13,F78,System error occurred due to component failure
JOB00116287,CUST00124574,2026-07-16,Emergency,Part_Q15,F27,System error occurred due to component failure
JOB00116288,CUST00124575,2026-07-20,Emergency,Part_U2,F53,System error occurred due to component failure
JOB00116289,CUST00124576,2026-07-18,Emergency,Part_F0,F27,System error occurred due to component failure
JOB00116290,CUST00124577,2026-07-19,Emergency,Part_L3,F69,System error occurred due to component failure
JOB00116291,CUST00124578,2026-07-16,Emergency,Part_M10,F11,System error occurred due to component failure
JOB00116292,CUST00124579,2026-07-22,Emergency,Part_Y1,F92,System error occurred due to component failure
JOB00116293,CUST00124580,2026-07-17,Emergency,Part_F8,F16,System error occurred due to component failure
JOB00116294,CUST00124581,2026-07-19,Emergency,Part_A13,F44,System error occurred due to component failure
JOB00116295,CUST00124582,2026-07-21,Emergency,Part_R9,F64,System error occurred due to component failure
JOB00116296,CUST00124583,2026-07-22,Emergency,Part_Z17,F69,System error occurred due to component failure
JOB00116297,CUST00124584,2026-07-17,Emergency,Part_F8,F78,System error occurred due to component failure
JOB00116298,CUST00124585,2026-07-16,Emergency,Part_Y7,F59,System error occurred due to component failure
JOB00116299,CUST00124586,2026-07-17,Emergency,Part_Y1,F73,System error occurred due to component failure
JOB00116300,CUST00124587,2026-07-18,Emergency,Part_A13,F27,System error occurred due to component failure
JOB00116301,CUST00124588,2026-07-19,Emergency,Part_L3,F73,System error occurred due to component failure
JOB00116302,CUST00124589,2026-07-20,Emergency,Part_Z17,F78,System error occurred due to component failure
JOB00116303,CUST00124590,2026-07-20,Emergency,Part_Z17,F82,System error occurred due to component failure
JOB00116304,CUST00124591,2026-07-22,Emergency,Part_C14,F59,System error occurred due to component failure
JOB00116305,CUST00124592,2026-07-19,Emergency,Part_F0,F44,System error occurred due to component failure
JOB00116306,CUST00124593,2026-07-18,Emergency,Part_C14,F44,System error occurred due to component failure
JOB00116307,CUST00124594,2026-07-17,Emergency,Part_C12,F59,System error occurred due to component failure
JOB00116308,CUST00124595,2026-07-21,Emergency,Part_U2,F82,System error occurred due to component failure
JOB00116309,CUST00124596,2026-07-18,Emergency,Part_Y7,F30,System error occurred due to component failure
JOB00116310,CUST00124597,2026-07-19,Emergency,Part_C14,F59,System error occurred due to component failure
JOB00116311,CUST00124598,2026-07-17,Emergency,Part_C14,F73,System error occurred due to component failure
JOB00116312,CUST00124599,2026-07-16,Emergency,Part_N19,F27,System error occurred due to component failure
JOB00116313,CUST00124600,2026-07-16,Emergency,Part_F0,F16,System error occurred due to component failure
JOB00116314,CUST00124601,2026-07-22,Emergency,Part_R9,F27,System error occurred due to component failure
JOB00116315,CUST00124602,2026-07-17,Emergency,Part_Q11,F78,System error occurred due to component failure
JOB00116316,CUST00124603,2026-07-22,Emergency,Part_H5,F16,System error occurred due to component failure
JOB00116317,CUST00124604,2026-07-18,Emergency,Part_A13,F69,System error occurred due to component failure
JOB00116318,CUST00124605,2026-07-17,Emergency,Part_Z17,F92,System error occurred due to component failure
JOB00116319,CUST00124606,2026-07-20,Emergency,Part_L3,F59,System error occurred due to component failure
JOB00116320,CUST00124607,2026-07-16,Emergency,Part_Y1,F92,System error occurred due to component failure
JOB00116321,CUST00124608,2026-07-16,Emergency,Part_F0,F64,System error occurred due to component failure
JOB00116322,CUST00124609,2026-07-17,Emergency,Part_U2,F92,System error occurred due to component failure
JOB00116323,CUST00124610,2026-07-20,Emergency,Part_C12,F59,System error occurred due to component failure
JOB00116324,CUST00124611,2026-07-21,Emergency,Part_A13,F78,System error occurred due to component failure
JOB00116325,CUST00124612,2026-07-16,Emergency,Part_N19,F11,System error occurred due to component failure
JOB00116326,CUST00124613,2026-07-21,Emergency,Part_Y1,F11,System error occurred due to component failure
JOB00116327,CUST00124614,2026-07-21,Emergency,Part_D18,F11,System error occurred due to component failure
JOB00116328,CUST00124615,2026-07-21,Emergency,Part_D18,F78,System error occurred due to component failure
JOB00116329,CUST00124616,2026-07-20,Emergency,Part_R9,F59,System error occurred due to component failure
JOB00116330,CUST00124617,2026-07-22,Emergency,Part_Q11,F92,System error occurred due to component failure
JOB00116331,CUST00124618,2026-07-17,Emergency,Part_Y1,F27,System error occurred due to component failure
JOB00116332,CUST00124619,2026-07-21,Emergency,Part_H5,F92,System error occurred due to component failure
JOB00116333,CUST00124620,2026-07-17,Emergency,Part_A13,F78,System error occurred due to component failure
JOB00116334,CUST00124621,2026-07-17,Emergency,Part_Q15,F92,System error occurred due to component failure
JOB00116335,CUST00124622,2026-07-19,Emergency,Part_Z17,F73,System error occurred due to component failure
JOB00116336,CUST00124623,2026-07-19,Emergency,Part_Y1,F78,System error occurred due to component failure
JOB00116337,CUST00124624,2026-07-16,Emergency,Part_Z17,F78,System error occurred due to component failure
JOB00116338,CUST00124625,2026-07-22,Emergency,Part_R9,F73,System error occurred due to component failure
JOB00116339,CUST00124626,2026-07-17,Emergency,Part_R16,F59,System error occurred due to component failure
JOB00116340,CUST00124627,2026-07-20,Emergency,Part_P4,F64,System error occurred due to component failure
JOB00116341,CUST00124628,2026-07-18,Emergency,Part_D18,F16,System error occurred due to component failure
JOB00116342,CUST00124629,2026-07-18,Emergency,Part_N19,F16,System error occurred due to component failure
JOB00116343,CUST00124630,2026-07-19,Emergency,Part_F8,F53,System error occurred due to component failure
JOB00116344,CUST00124631,2026-07-21,Emergency,Part_F0,F16,System error occurred due to component failure
JOB00116345,CUST00124632,2026-07-22,Emergency,Part_M10,F82,System error occurred due to component failure
JOB00116346,CUST00124633,2026-07-19,Emergency,Part_Y1,F27,System error occurred due to component failure
JOB00116347,CUST00124634,2026-07-17,Emergency,Part_U2,F78,System error occurred due to component failure
JOB00116348,CUST00124635,2026-07-22,Emergency,Part_Y7,F27,System error occurred due to component failure
JOB00116349,CUST00124636,2026-07-18,Emergency,Part_D18,F16,System error occurred due to component failure
JOB00116350,CUST00124637,2026-07-22,Emergency,Part_A13,F78,System error occurred due to component failure
JOB00116351,CUST00124638,2026-07-18,Emergency,Part_P4,F64,System error occurred due to component failure
JOB00116352,CUST00124639,2026-07-20,Emergency,Part_Y1,F53,System error occurred due to component failure
JOB00116353,CUST00124640,2026-07-19,Emergency,Part_N19,F64,System error occurred due to component failure
JOB00116354,CUST00124641,2026-07-18,Emergency,Part_Q11,F30,System error occurred due to component failure
JOB00116355,CUST00124642,2026-07-17,Emergency,Part_U2,F78,System error occurred due to component failure
JOB00116356,CUST00124643,2026-07-16,Emergency,Part_L3,F82,System error occurred due to component failure
JOB00116357,CUST00124644,2026-07-20,Emergency,Part_Q11,F73,System error occurred due to component failure
JOB00116358,CUST00124645,2026-07-17,Emergency,Part_Q15,F11,System error occurred due to component failure
JOB00116359,CUST00124646,2026-07-19,Emergency,Part_A13,F78,System error occurred due to component failure
JOB00116360,CUST00124647,2026-07-19,Emergency,Part_H5,F78,System error occurred due to component failure
JOB00116361,CUST00124648,2026-07-21,Emergency,Part_C14,F78,System error occurred due to component failure
JOB00116362,CUST00124649,2026-07-18,Emergency,Part_C14,F27,System error occurred due to component failure
JOB00116363,CUST00124650,2026-07-22,Emergency,Part_X6,F92,System error occurred due to component failure
JOB00116364,CUST00124651,2026-07-17,Emergency,Part_P4,F73,System error occurred due to component failure
JOB00116365,CUST00124652,2026-07-16,Emergency,Part_Y7,F59,System error occurred due to component failure
JOB00116366,CUST00124653,2026-07-22,Emergency,Part_Y7,F27,System error occurred due to component failure
JOB00116367,CUST00124654,2026-07-18,Emergency,Part_A13,F30,System error occurred due to component failure
JOB00116368,CUST00124655,2026-07-21,Emergency,Part_M10,F30,System error occurred due to component failure
JOB00116369,CUST00124656,2026-07-17,Emergency,Part_Y1,F30,System error occurred due to component failure
JOB00116370,CUST00124657,2026-07-22,Emergency,Part_U2,F78,System error occurred due to component failure
JOB00116371,CUST00124658,2026-07-22,Emergency,Part_X6,F30,System error occurred due to component failure
JOB00116372,CUST00124659,2026-07-16,Emergency,Part_R9,F69,System error occurred due to component failure
JOB00116373,CUST00124660,2026-07-21,Emergency,Part_D18,F73,System error occurred due to component failure
JOB00116374,CUST00124661,2026-07-19,Emergency,Part_C12,F78,System error occurred due to component failure
JOB00116375,CUST00124662,2026-07-19,Emergency,Part_L3,F82,System error occurred due to component failure
JOB00116376,CUST00124663,2026-07-18,Emergency,Part_X6,F78,System error occurred due to component failure
JOB00116377,CUST00124664,2026-07-19,Emergency,Part_Q15,F59,System error occurred due to component failure
JOB00116378,CUST00124665,2026-07-17,Emergency,Part_D18,F82,System error occurred due to component failure
JOB00116379,CUST00124666,2026-07-19,Emergency,Part_D18,F69,System error occurred due to component failure
JOB00116380,CUST00124667,2026-07-16,Emergency,Part_R16,F59,System error occurred due to component failure
JOB00116381,CUST00124668,2026-07-19,Emergency,Part_P4,F16,System error occurred due to component failure
JOB00116382,CUST00124669,2026-07-18,Emergency,Part_P4,F73,System error occurred due to component failure
JOB00116383,CUST00124670,2026-07-22,Emergency,Part_F0,F30,System error occurred due to component failure
JOB00116384,CUST00124671,2026-07-16,Emergency,Part_Y1,F78,System error occurred due to component failure
JOB00116385,CUST00124672,2026-07-16,Emergency,Part_F8,F82,System error occurred due to component failure
JOB00116386,CUST00124673,2026-07-20,Emergency,Part_P4,F69,System error occurred due to component failure
JOB00116387,CUST00124674,2026-07-17,Emergency,Part_C14,F78,System error occurred due to component failure
JOB00116388,CUST00124675,2026-07-21,Emergency,Part_Q15,F92,System error occurred due to component failure
JOB00116389,CUST00124676,2026-07-21,Emergency,Part_Z17,F16,System error occurred due to component failure
JOB00116390,CUST00124677,2026-07-22,Emergency,Part_Z17,F30,System error occurred due to component failure
JOB00116391,CUST00124678,2026-07-16,Emergency,Part_R9,F16,System error occurred due to component failure
JOB00116392,CUST00124679,2026-07-16,Emergency,Part_P4,F53,System error occurred due to component failure
JOB00116393,CUST00124680,2026-07-18,Emergency,Part_C12,F27,System error occurred due to component failure
JOB00116394,CUST00124681,2026-07-16,Emergency,Part_C14,F92,System error occurred due to component failure
JOB00116395,CUST00124682,2026-07-16,Emergency,Part_C14,F16,System error occurred due to component failure
JOB00116396,CUST00124683,2026-07-17,Emergency,Part_N19,F30,System error occurred due to component failure
JOB00116397,CUST00124684,2026-07-20,Emergency,Part_R9,F30,System error occurred due to component failure
JOB00116398,CUST00124685,2026-07-16,Emergency,Part_N19,F16,System error occurred due to component failure
JOB00116399,CUST00124686,2026-07-16,Emergency,Part_Y7,F69,System error occurred due to component failure
JOB00116400,CUST00124687,2026-07-19,Emergency,Part_F8,F64,System error occurred due to component failure
JOB00116401,CUST00124688,2026-07-18,Emergency,Part_M10,F27,System error occurred due to component failure
JOB00116402,CUST00124689,2026-07-19,Emergency,Part_L3,F27,System error occurred due to component failure
JOB00116403,CUST00124690,2026-07-22,Emergency,Part_Z17,F69,System error occurred due to component failure
JOB00116404,CUST00124691,2026-07-16,Emergency,Part_Z17,F78,System error occurred due to component failure
JOB00116405,CUST00124692,2026-07-17,Emergency,Part_C12,F53,System error occurred due to component failure
JOB00116406,CUST00124693,2026-07-20,Emergency,Part_U2,F82,System error occurred due to component failure
JOB00116407,CUST00124694,2026-07-19,Emergency,Part_Q15,F82,System error occurred due to component failure
JOB00116408,CUST00124695,2026-07-21,Emergency,Part_F0,F92,System error occurred due to component failure
JOB00116409,CUST00124696,2026-07-18,Emergency,Part_M10,F44,System error occurred due to component failure
JOB00116410,CUST00124697,2026-07-17,Emergency,Part_A13,F44,System error occurred due to component failure
JOB00116411,CUST00124698,2026-07-17,Emergency,Part_C14,F27,System error occurred due to component failure
JOB00116412,CUST00124699,2026-07-18,Emergency,Part_P4,F27,System error occurred due to component failure
JOB00116413,CUST00124700,2026-07-20,Emergency,Part_R16,F53,System error occurred due to component failure
JOB00116414,CUST00124701,2026-07-20,Emergency,Part_X6,F27,System error occurred due to component failure
JOB00116415,CUST00124702,2026-07-22,Emergency,Part_Q15,F92,System error occurred due to component failure
JOB00116416,CUST00124703,2026-07-21,Emergency,Part_Q11,F69,System error occurred due to component failure
JOB00116417,CUST00124704,2026-07-18,Emergency,Part_P4,F73,System error occurred due to component failure
JOB00116418,CUST00124705,2026-07-18,Emergency,Part_Y1,F64,System error occurred due to component failure
JOB00116419,CUST00124706,2026-07-17,Emergency,Part_C12,F30,System error occurred due to component failure
JOB00116420,CUST00124707,2026-07-18,Emergency,Part_F8,F92,System error occurred due to component failure
JOB00116421,CUST00124708,2026-07-22,Emergency,Part_F0,F78,System error occurred due to component failure
JOB00116422,CUST00124709,2026-07-17,Emergency,Part_A13,F27,System error occurred due to component failure
JOB00116423,CUST00124710,2026-07-16,Emergency,Part_A13,F27,System error occurred due to component failure
JOB00116424,CUST00124711,2026-07-21,Emergency,Part_C12,F64,System error occurred due to component failure
JOB00116425,CUST00124712,2026-07-22,Emergency,Part_Y7,F64,System error occurred due to component failure
JOB00116426,CUST00124713,2026-07-22,Emergency,Part_F0,F78,System error occurred due to component failure
JOB00116427,CUST00124714,2026-07-22,Emergency,Part_M10,F53,System error occurred due to component failure
JOB00116428,CUST00124715,2026-07-16,Emergency,Part_L3,F69,System error occurred due to component failure
JOB00116429,CUST00124716,2026-07-19,Emergency,Part_Q15,F69,System error occurred due to component failure
JOB00116430,CUST00124717,2026-07-19,Emergency,Part_H5,F78,System error occurred due to component failure
JOB00116431,CUST00124718,2026-07-18,Emergency,Part_Q15,F78,System error occurred due to component failure
JOB00116432,CUST00124719,2026-07-21,Emergency,Part_A13,F27,System error occurred due to component failure
JOB00116433,CUST00124720,2026-07-16,Emergency,Part_D18,F78,System error occurred due to component failure
JOB00116434,CUST00124721,2026-07-17,Emergency,Part_F0,F53,System error occurred due to component failure
JOB00116435,CUST00124722,2026-07-19,Emergency,Part_P4,F64,System error occurred due to component failure
JOB00116436,CUST00124723,2026-07-21,Emergency,Part_D18,F44,System error occurred due to component failure
JOB00116437,CUST00124724,2026-07-19,Emergency,Part_D18,F16,System error occurred due to component failure
JOB00116438,CUST00124725,2026-07-16,Emergency,Part_A13,F64,System error occurred due to component failure
JOB00116439,CUST00124726,2026-07-21,Emergency,Part_Y1,F27,System error occurred due to component failure
JOB00116440,CUST00124727,2026-07-18,Emergency,Part_L3,F30,System error occurred due to component failure
JOB00116441,CUST00124728,2026-07-21,Emergency,Part_Q15,F27,System error occurred due to component failure
JOB00116442,CUST00124729,2026-07-22,Emergency,Part_F0,F30,System error occurred due to component failure
JOB00116443,CUST00124730,2026-07-21,Emergency,Part_H5,F82,System error occurred due to component failure
JOB00116444,CUST00124731,2026-07-18,Emergency,Part_D18,F69,System error occurred due to component failure
JOB00116445,CUST00124732,2026-07-16,Emergency,Part_H5,F27,System error occurred due to component failure
JOB00116446,CUST00124733,2026-07-18,Emergency,Part_F8,F92,System error occurred due to component failure
JOB00116447,CUST00124734,2026-07-22,Emergency,Part_U2,F30,System error occurred due to component failure
JOB00116448,CUST00124735,2026-07-17,Emergency,Part_Q11,F11,System error occurred due to component failure
JOB00116449,CUST00124736,2026-07-21,Emergency,Part_M10,F53,System error occurred due to component failure
JOB00116450,CUST00124737,2026-07-16,Emergency,Part_D18,F82,System error occurred due to component failure
JOB00116451,CUST00124738,2026-07-16,Emergency,Part_X6,F78,System error occurred due to component failure
JOB00116452,CUST00124739,2026-07-17,Emergency,Part_C12,F82,System error occurred due to component failure
JOB00116453,CUST00124740,2026-07-21,Emergency,Part_U2,F30,System error occurred due to component failure
JOB00116454,CUST00124741,2026-07-16,Emergency,Part_R9,F27,System error occurred due to component failure
JOB00116455,CUST00124742,2026-07-22,Emergency,Part_Z17,F64,System error occurred due to component failure
JOB00116456,CUST00124743,2026-07-19,Emergency,Part_Q11,F82,System error occurred due to component failure
JOB00116457,CUST00124744,2026-07-19,Emergency,Part_C14,F69,System error occurred due to component failure
JOB00116458,CUST00124745,2026-07-16,Emergency,Part_F8,F16,System error occurred due to component failure
JOB00116459,CUST00124746,2026-07-18,Emergency,Part_Q15,F78,System error occurred due to component failure
JOB00116460,CUST00124747,2026-07-21,Emergency,Part_P4,F78,System error occurred due to component failure
JOB00116461,CUST00124748,2026-07-21,Emergency,Part_H5,F53,System error occurred due to component failure
JOB00116462,CUST00124749,2026-07-17,Emergency,Part_P4,F59,System error occurred due to component failure
JOB00116463,CUST00124750,2026-07-19,Emergency,Part_L3,F27,System error occurred due to component failure
JOB00116464,CUST00124751,2026-07-17,Emergency,Part_Y7,F30,System error occurred due to component failure
JOB00116465,CUST00124752,2026-07-21,Emergency,Part_C14,F78,System error occurred due to component failure
JOB00116466,CUST00124753,2026-07-20,Emergency,Part_U2,F78,System error occurred due to component failure
JOB00116467,CUST00124754,2026-07-21,Emergency,Part_U2,F59,System error occurred due to component failure
JOB00116468,CUST00124755,2026-07-18,Emergency,Part_X6,F16,System error occurred due to component failure
JOB00116469,CUST00124756,2026-07-21,Emergency,Part_F8,F11,System error occurred due to component failure
JOB00116470,CUST00124757,2026-07-17,Emergency,Part_C14,F69,System error occurred due to component failure
JOB00116471,CUST00124758,2026-07-21,Emergency,Part_C14,F82,System error occurred due to component failure
JOB00116472,CUST00124759,2026-07-16,Emergency,Part_D18,F30,System error occurred due to component failure
JOB00116473,CUST00124760,2026-07-17,Emergency,Part_Q11,F64,System error occurred due to component failure
JOB00116474,CUST00124761,2026-07-21,Emergency,Part_R9,F69,System error occurred due to component failure
JOB00116475,CUST00124762,2026-07-21,Emergency,Part_U2,F16,System error occurred due to component failure
JOB00116476,CUST00124763,2026-07-19,Emergency,Part_Z17,F16,System error occurred due to component failure
JOB00116477,CUST00124764,2026-07-22,Emergency,Part_A13,F69,System error occurred due to component failure
JOB00116478,CUST00124765,2026-07-16,Emergency,Part_F8,F27,System error occurred due to component failure
JOB00116479,CUST00124766,2026-07-16,Emergency,Part_Y7,F73,System error occurred due to component failure
JOB00116480,CUST00124767,2026-07-21,Emergency,Part_Z17,F73,System error occurred due to component failure
JOB00116481,CUST00124768,2026-07-18,Emergency,Part_F8,F69,System error occurred due to component failure
JOB00116482,CUST00124769,2026-07-20,Emergency,Part_Y1,F64,System error occurred due to component failure
JOB00116483,CUST00124770,2026-07-18,Emergency,Part_Q15,F59,System error occurred due to component failure
JOB00116484,CUST00124771,2026-07-21,Emergency,Part_C14,F11,System error occurred due to component failure
JOB00116485,CUST00124772,2026-07-20,Emergency,Part_R16,F27,System error occurred due to component failure
JOB00116486,CUST00124773,2026-07-19,Emergency,Part_C12,F64,System error occurred due to component failure
JOB00116487,CUST00124774,2026-07-22,Emergency,Part_F0,F82,System error occurred due to component failure
JOB00116488,CUST00124775,2026-07-16,Emergency,Part_D18,F11,System error occurred due to component failure
JOB00116489,CUST00124776,2026-07-21,Emergency,Part_F8,F64,System error occurred due to component failure
JOB00116490,CUST00124777,2026-07-19,Emergency,Part_M10,F64,System error occurred due to component failure
JOB00116491,CUST00124778,2026-07-16,Emergency,Part_R9,F16,System error occurred due to component failure
JOB00116492,CUST00124779,2026-07-19,Emergency,Part_M10,F78,System error occurred due to component failure
JOB00116493,CUST00124780,2026-07-21,Emergency,Part_Z17,F82,System error occurred due to component failure
JOB00116494,CUST00124781,2026-07-16,Emergency,Part_C12,F27,System error occurred due to component failure
JOB00116495,CUST00124782,2026-07-16,Emergency,Part_L3,F73,System error occurred due to component failure
JOB00116496,CUST00124783,2026-07-21,Emergency,Part_R16,F82,System error occurred due to component failure
JOB00116497,CUST00124784,2026-07-22,Emergency,Part_H5,F78,System error occurred due to component failure
JOB00116498,CUST00124785,2026-07-21,Emergency,Part_C12,F44,System error occurred due to component failure
JOB00116499,CUST00124786,2026-07-21,Emergency,Part_Z17,F27,System error occurred due to component failure
