pincode,customer_id,epc_rating,current_energy_efficiency,potential_energy_efficiency
PC4324,CUST00050248,C,81,53
PC6210,CUST00025623,A,22,99
PC2904,CUST00178133,B,82,75
PC9799,CUST00207589,G,67,98
PC2936,CUST00124907,G,39,80
PC6744,CUST00237269,C,58,73
PC4941,CUST00090602,A,68,66
PC9289,CUST00245874,E,7,93
PC5014,CUST00085645,G,17,91
PC2141,CUST00159824,C,66,68
PC9454,CUST00012985,A,20,87
PC9139,CUST00213973,F,44,57
PC9056,CUST00027471,F,37,74
PC6686,CUST00226476,G,33,65
PC3690,CUST00178809,C,20,58
PC5452,CUST00245443,E,93,88
PC1696,CUST00057848,D,73,78
PC3407,CUST00256837,B,48,60
PC8492,CUST00014275,A,36,61
PC5837,CUST00240730,F,36,90
PC2254,CUST00181724,E,65,75
PC9472,CUST00266389,C,74,99
PC6966,CUST00267321,B,90,73
PC3170,CUST00101797,C,88,69
PC6179,CUST00095139,F,2,98
PC6419,CUST00081593,A,91,65
PC7973,CUST00215988,E,20,61
PC3534,CUST00230334,E,30,52
PC6139,CUST00045719,E,55,63
PC8725,CUST00069819,F,72,93
PC1497,CUST00239747,G,77,89
PC3050,CUST00049313,A,68,96
PC3694,CUST00057368,A,71,93
PC2636,CUST00174236,F,20,52
PC6468,CUST00003649,C,12,74
PC1413,CUST00131645,F,49,98
PC5757,CUST00049602,F,68,57
PC1285,CUST00203451,C,46,88
PC8659,CUST00066357,B,80,96
PC7878,CUST00227808,C,31,76
PC5772,CUST00241420,F,43,54
PC4067,CUST00021558,A,35,68
PC2379,CUST00158329,B,73,78
PC9937,CUST00149269,D,98,59
PC1925,CUST00168471,B,20,55
PC9927,CUST00175452,E,42,80
PC6171,CUST00209938,F,51,54
PC5311,CUST00247704,D,48,64
PC5455,CUST00123093,C,39,97
PC2170,CUST00116353,F,58,55
PC1578,CUST00196511,B,95,86
PC5985,CUST00261704,G,16,83
PC2691,CUST00240338,G,39,98
PC8348,CUST00061167,B,12,85
PC3717,CUST00251945,A,29,90
PC2716,CUST00001415,C,73,96
PC7160,CUST00076869,G,73,57
PC7299,CUST00095256,B,69,98
PC5802,CUST00201943,F,56,83
PC5724,CUST00072945,A,60,53
PC5152,CUST00140196,F,71,92
PC6151,CUST00269780,D,83,59
PC5449,CUST00113909,A,98,53
PC3677,CUST00224205,E,73,73
PC9766,CUST00151788,F,1,86
PC7798,CUST00265513,C,51,80
PC7032,CUST00172329,C,84,68
PC6589,CUST00185511,B,36,93
PC8748,CUST00239502,A,20,56
PC9923,CUST00204589,G,85,78
PC6512,CUST00025737,G,86,58
PC8007,CUST00034773,B,90,71
PC6072,CUST00182772,D,11,67
PC2871,CUST00138162,F,42,77
PC3445,CUST00175146,F,36,52
PC6539,CUST00105195,C,15,52
PC2497,CUST00063125,D,57,74
PC4140,CUST00174907,E,50,74
PC2661,CUST00107377,F,35,79
PC8681,CUST00191666,F,44,76
PC1760,CUST00229501,A,10,86
PC5752,CUST00065463,C,44,58
PC2146,CUST00041361,B,15,72
PC6201,CUST00208846,E,30,55
PC2453,CUST00216898,D,63,75
PC1082,CUST00258449,F,80,91
PC7576,CUST00242985,D,59,59
PC8315,CUST00199299,B,40,55
PC3881,CUST00068084,D,12,96
PC4158,CUST00036290,B,54,84
PC1729,CUST00042896,F,96,55
PC3585,CUST00240775,C,55,92
PC9836,CUST00266032,A,45,85
PC8698,CUST00104784,E,89,74
PC7235,CUST00223834,A,50,50
PC2153,CUST00168121,A,78,93
PC5340,CUST00184385,E,46,74
PC2318,CUST00081293,A,37,73
PC9082,CUST00199912,C,60,77
PC7075,CUST00049403,B,55,52
PC8826,CUST00098882,F,61,65
PC5180,CUST00196713,D,69,95
PC1287,CUST00025388,E,68,89
PC5631,CUST00071467,G,23,67
PC6856,CUST00118027,E,4,93
PC9198,CUST00222835,A,13,56
PC4822,CUST00260550,F,40,87
PC1944,CUST00065397,G,94,60
PC3502,CUST00135880,C,33,78
PC3319,CUST00174567,B,15,84
PC4431,CUST00266148,G,12,58
PC4066,CUST00084967,D,47,85
PC5867,CUST00180454,C,80,69
PC3156,CUST00260426,F,58,52
PC7115,CUST00069775,D,42,86
PC8808,CUST00072096,C,71,94
PC7014,CUST00079547,G,83,75
PC3328,CUST00168961,G,83,79
PC6284,CUST00121203,F,58,53
PC1475,CUST00102175,C,99,54
PC7702,CUST00107129,D,98,62
PC6802,CUST00200896,A,5,75
PC4296,CUST00236692,C,54,97
PC1228,CUST00206507,D,20,94
PC9943,CUST00162186,A,26,80
PC7947,CUST00047309,C,92,90
PC1688,CUST00087363,G,6,87
PC8580,CUST00097743,A,51,61
PC8217,CUST00028465,D,35,50
PC9123,CUST00106744,B,62,87
PC4456,CUST00003299,C,9,75
PC3053,CUST00027996,D,91,85
PC4835,CUST00195137,B,69,50
PC8380,CUST00205631,E,63,72
PC4458,CUST00090737,A,69,60
PC6961,CUST00143967,C,64,98
PC9064,CUST00179506,F,15,92
PC5299,CUST00171622,G,94,79
PC5690,CUST00233927,B,98,51
PC2260,CUST00122966,C,71,59
PC4674,CUST00259026,C,31,75
PC7543,CUST00055409,E,89,51
PC4594,CUST00106018,A,17,80
PC4206,CUST00267006,G,13,54
PC3609,CUST00125551,B,98,55
PC3428,CUST00043593,C,12,89
PC2985,CUST00159662,A,96,68
PC5903,CUST00049979,F,42,64
PC9913,CUST00018688,F,22,86
PC5832,CUST00024464,C,77,86
PC9683,CUST00073775,E,34,73
PC3226,CUST00102705,C,3,69
PC8876,CUST00168420,B,31,60
PC5407,CUST00241811,G,40,96
PC7602,CUST00120816,E,56,94
PC1127,CUST00058254,B,79,57
PC4273,CUST00199628,A,12,61
PC6952,CUST00072359,G,29,60
PC7290,CUST00190586,E,48,74
PC1907,CUST00161732,E,17,53
PC5883,CUST00155840,F,5,70
PC2715,CUST00112701,A,43,71
PC5016,CUST00097502,A,95,76
PC4129,CUST00118727,A,38,79
PC6928,CUST00203039,F,74,83
PC8187,CUST00262606,E,89,96
PC8433,CUST00011709,F,23,74
PC1888,CUST00163103,D,42,79
PC5535,CUST00028784,D,65,97
PC2418,CUST00111060,D,11,89
PC7786,CUST00240997,A,24,75
PC3706,CUST00019181,F,77,52
PC3317,CUST00067075,F,48,59
PC3493,CUST00212440,D,94,89
PC6654,CUST00134641,F,22,63
PC1170,CUST00231994,B,67,93
PC5453,CUST00053549,F,22,60
PC4940,CUST00022043,F,49,55
PC8340,CUST00034759,E,77,71
PC2250,CUST00031676,A,30,99
PC1901,CUST00077936,F,91,65
PC2583,CUST00249295,G,94,81
PC9488,CUST00111231,B,41,72
PC3174,CUST00002793,F,33,96
PC6227,CUST00035400,G,36,65
PC3500,CUST00037744,C,89,62
PC5562,CUST00046014,F,18,61
PC5940,CUST00223744,D,14,88
PC5510,CUST00025654,A,13,58
PC3874,CUST00069493,B,66,83
PC4306,CUST00223296,G,31,72
PC3638,CUST00191577,G,39,81
PC3893,CUST00251998,D,69,54
PC6751,CUST00019043,F,1,88
PC4407,CUST00009172,B,96,84
PC6550,CUST00260795,A,89,58
PC8844,CUST00048569,A,62,63
PC7091,CUST00147704,F,17,60
PC4071,CUST00081915,F,24,55
PC3532,CUST00075986,A,19,65
PC2338,CUST00101723,D,21,95
PC9586,CUST00188326,B,33,98
PC7141,CUST00032851,B,51,91
PC9979,CUST00065631,F,70,62
PC2207,CUST00211097,G,96,84
PC8225,CUST00065229,C,33,80
PC8163,CUST00055082,C,85,81
PC4741,CUST00134993,C,82,55
PC5669,CUST00147698,C,85,94
PC5380,CUST00152218,D,60,91
PC4843,CUST00122972,A,75,73
PC6461,CUST00075683,E,91,70
PC9689,CUST00157153,A,87,67
PC3373,CUST00227236,C,26,60
PC3321,CUST00124385,C,44,68
PC3479,CUST00006305,F,13,64
PC8022,CUST00081350,A,50,79
PC6233,CUST00057550,B,39,54
PC5758,CUST00070877,E,2,50
PC8772,CUST00140378,B,9,85
PC9219,CUST00176607,D,34,81
PC8863,CUST00003781,E,56,63
PC1996,CUST00014995,F,60,55
PC2282,CUST00149923,A,60,56
PC6480,CUST00064005,G,15,81
PC9381,CUST00212139,G,87,73
PC6699,CUST00132614,E,75,93
PC4232,CUST00143793,G,34,65
PC5368,CUST00135132,E,58,67
PC8107,CUST00185405,F,13,51
PC1598,CUST00161549,F,38,88
PC4953,CUST00049932,A,89,63
PC2559,CUST00046820,E,34,64
PC5808,CUST00073295,B,29,77
PC3707,CUST00035783,B,3,92
PC9326,CUST00083773,E,7,61
PC7970,CUST00157926,E,38,61
PC1185,CUST00122527,D,70,99
PC1114,CUST00173073,E,11,57
PC2567,CUST00066718,B,13,72
PC5315,CUST00018807,E,76,55
PC7996,CUST00030563,F,44,83
PC2464,CUST00083757,E,61,66
PC7126,CUST00165780,F,57,99
PC5483,CUST00077929,B,57,79
PC4112,CUST00090051,A,43,88
PC8096,CUST00036450,C,45,51
PC2457,CUST00215847,F,57,67
PC9411,CUST00212606,F,79,60
PC2955,CUST00104066,A,4,85
PC6579,CUST00224150,G,3,88
PC8623,CUST00207776,C,75,76
PC6372,CUST00012430,C,79,91
PC8003,CUST00054040,D,97,65
PC2529,CUST00261063,E,24,52
PC8910,CUST00150287,B,59,76
PC9637,CUST00045263,E,58,96
PC6022,CUST00169620,D,51,57
PC7800,CUST00195034,G,54,95
PC1711,CUST00188167,C,36,51
PC1840,CUST00136659,A,3,90
PC3820,CUST00216543,E,90,96
PC5306,CUST00235383,F,38,85
PC7427,CUST00166297,D,33,69
PC4727,CUST00190663,D,56,88
PC9850,CUST00231772,C,76,82
PC8900,CUST00231681,C,25,64
PC9904,CUST00252056,C,76,62
PC4298,CUST00178957,C,18,57
PC4711,CUST00073338,C,58,52
PC5577,CUST00225570,G,55,92
PC2189,CUST00052096,G,54,93
PC8826,CUST00118987,E,61,60
PC9909,CUST00082807,F,62,64
PC4828,CUST00263964,G,68,98
PC1878,CUST00087574,G,41,81
PC7091,CUST00247988,C,48,68
PC5207,CUST00019381,D,47,61
PC1337,CUST00007246,F,67,66
PC4551,CUST00050965,A,4,69
PC1225,CUST00180143,A,22,56
PC3915,CUST00009733,G,6,58
PC7963,CUST00124840,G,94,55
PC1700,CUST00181643,D,26,62
PC4645,CUST00008026,A,80,72
PC2120,CUST00150133,F,62,66
PC8449,CUST00044837,B,30,76
PC3121,CUST00117800,B,39,51
PC4234,CUST00189857,A,1,64
PC4173,CUST00269084,F,46,75
PC5556,CUST00037462,G,66,65
PC4196,CUST00223628,F,21,85
PC6355,CUST00136442,B,98,70
PC2354,CUST00076663,D,14,82
PC4836,CUST00131723,F,63,50
PC3633,CUST00190488,F,2,71
PC6767,CUST00177427,C,83,71
PC6194,CUST00249151,A,44,51
PC9177,CUST00127209,C,79,79
PC8093,CUST00136712,A,55,50
PC7008,CUST00010434,E,72,91
PC5109,CUST00113102,G,70,58
PC7700,CUST00096702,B,24,82
PC7834,CUST00027131,B,54,76
PC6760,CUST00051029,F,20,92
PC5285,CUST00020417,C,71,88
PC9331,CUST00095066,A,65,87
PC5648,CUST00160753,C,3,71
PC5776,CUST00151247,A,26,84
PC7391,CUST00001777,C,94,70
PC9042,CUST00177780,D,52,83
PC2613,CUST00193715,E,7,60
PC9655,CUST00220739,E,66,80
PC4402,CUST00170066,G,22,64
PC5564,CUST00160905,G,82,83
PC3291,CUST00171452,E,38,73
PC8870,CUST00203251,G,27,85
PC5179,CUST00041758,A,7,72
PC7212,CUST00140951,D,18,63
PC7540,CUST00218461,A,97,90
PC5090,CUST00247868,E,63,81
PC3040,CUST00115679,F,72,77
PC9856,CUST00153934,D,18,51
PC4509,CUST00241690,F,88,76
PC8219,CUST00098288,A,9,90
PC7647,CUST00099690,D,97,52
PC6363,CUST00092729,F,19,89
PC2690,CUST00224972,G,27,76
PC3561,CUST00236581,B,59,54
PC6662,CUST00089907,F,77,88
PC5778,CUST00149537,F,68,63
PC4240,CUST00002665,A,88,83
PC2712,CUST00224581,F,21,51
PC5580,CUST00263312,B,31,58
PC2323,CUST00271151,D,14,70
PC7481,CUST00120107,F,46,75
PC6919,CUST00064025,F,58,58
PC4676,CUST00074403,C,54,77
PC6687,CUST00227296,B,94,50
PC8876,CUST00044003,B,4,64
PC5232,CUST00111622,F,39,84
PC3058,CUST00038662,F,24,96
PC5854,CUST00233401,E,13,67
PC4329,CUST00126162,E,96,74
PC5064,CUST00257014,C,89,87
PC3243,CUST00041214,A,22,80
PC1642,CUST00064608,A,62,83
PC4509,CUST00195814,B,59,60
PC3894,CUST00241898,D,35,68
PC2929,CUST00019652,E,19,87
PC9848,CUST00146119,B,4,82
PC6940,CUST00007634,D,13,61
PC1539,CUST00084714,D,74,73
PC1055,CUST00145619,A,6,85
PC2273,CUST00161318,E,12,77
PC4192,CUST00064516,F,26,68
PC1787,CUST00006489,F,26,72
PC3362,CUST00034572,G,74,58
PC3202,CUST00230059,D,90,70
PC3710,CUST00176936,G,35,56
PC6644,CUST00139818,F,19,73
PC5170,CUST00095744,F,91,82
PC1754,CUST00020530,F,89,77
PC5791,CUST00160883,F,75,60
PC4119,CUST00044705,G,15,89
PC2987,CUST00218530,E,20,69
PC8625,CUST00175839,D,44,61
PC1888,CUST00220040,F,99,84
PC5118,CUST00256117,D,32,88
PC6403,CUST00021418,F,93,80
PC9807,CUST00162585,E,1,78
PC8770,CUST00241911,G,76,68
PC3101,CUST00269171,F,1,70
PC9913,CUST00037180,D,60,86
PC9898,CUST00092483,C,57,85
PC3866,CUST00102365,D,13,63
PC2888,CUST00151220,E,12,82
PC5867,CUST00002287,B,63,83
PC1183,CUST00148336,D,86,97
PC7789,CUST00235533,E,83,69
PC4956,CUST00255994,C,78,61
PC4060,CUST00053419,G,38,73
PC8375,CUST00140510,E,83,76
PC9009,CUST00022040,G,18,76
PC5367,CUST00059965,D,9,72
PC7767,CUST00011537,D,13,86
PC8995,CUST00159019,G,62,61
PC7175,CUST00088295,F,20,78
PC1588,CUST00160436,D,8,57
PC5348,CUST00143390,C,91,60
PC6051,CUST00187823,B,63,86
PC6778,CUST00238006,D,11,63
PC8645,CUST00036724,E,17,84
PC7418,CUST00200246,A,25,72
PC4322,CUST00035631,C,29,63
PC5994,CUST00188149,G,10,94
PC8381,CUST00107569,A,95,84
PC6926,CUST00134257,C,57,66
PC3670,CUST00264498,D,18,91
PC1230,CUST00148578,C,90,63
PC4593,CUST00246204,A,59,85
PC4464,CUST00174120,B,90,53
PC8960,CUST00228881,F,38,69
PC1175,CUST00068393,E,78,82
PC6448,CUST00194861,C,16,86
PC6227,CUST00021550,A,85,67
PC9242,CUST00171853,B,96,58
PC1774,CUST00245141,F,76,65
PC9731,CUST00044143,G,96,62
PC1164,CUST00143481,F,24,66
PC2282,CUST00018196,E,8,57
PC7408,CUST00132600,D,33,62
PC3134,CUST00051243,B,70,87
PC6438,CUST00151161,G,14,54
PC9032,CUST00183959,F,49,85
PC4530,CUST00229762,B,6,98
PC6021,CUST00146340,G,35,80
PC8580,CUST00159713,C,2,57
PC7060,CUST00082502,F,99,82
PC1213,CUST00015879,G,64,60
PC6438,CUST00172672,F,56,93
PC5532,CUST00128756,B,18,86
PC5450,CUST00230908,B,65,74
PC7213,CUST00041357,G,79,87
PC4193,CUST00212444,G,38,79
PC6330,CUST00006357,A,74,86
PC1952,CUST00228933,F,67,50
PC6757,CUST00034485,A,92,90
PC2409,CUST00088662,C,33,78
PC8854,CUST00216853,A,18,65
PC6525,CUST00125700,D,59,93
PC8856,CUST00238267,F,13,87
PC6938,CUST00002770,B,60,56
PC1056,CUST00238375,G,38,53
PC3950,CUST00203107,D,40,52
PC1263,CUST00105333,F,94,90
PC5706,CUST00064099,E,91,62
PC5565,CUST00232991,F,24,57
PC2687,CUST00005768,G,69,52
PC4918,CUST00102878,B,41,99
PC1255,CUST00151065,B,41,91
PC1554,CUST00153170,G,3,83
PC1256,CUST00215508,D,77,53
PC3071,CUST00099526,C,15,71
PC5490,CUST00196625,A,28,52
PC4114,CUST00077713,A,11,94
PC9943,CUST00091084,B,21,65
PC7909,CUST00102393,A,91,74
PC1906,CUST00132525,E,97,55
PC9678,CUST00057497,F,32,93
PC4265,CUST00184925,G,11,70
PC9964,CUST00034088,B,89,74
PC8295,CUST00161629,B,69,87
PC4567,CUST00097140,A,21,89
PC3194,CUST00250842,G,52,70
PC5956,CUST00191405,D,34,55
PC8976,CUST00067428,B,3,96
PC6647,CUST00074397,B,71,86
PC1092,CUST00236922,D,42,87
PC8132,CUST00220100,D,75,77
PC4050,CUST00061148,B,86,91
PC8441,CUST00062031,A,23,61
PC3007,CUST00186355,F,21,70
PC7716,CUST00201596,G,48,52
PC7894,CUST00036013,B,70,87
PC3527,CUST00015744,B,9,76
PC8384,CUST00068204,F,17,81
PC1528,CUST00265416,C,31,95
PC7386,CUST00053358,B,33,57
PC7607,CUST00096255,G,84,95
PC6272,CUST00185604,D,31,62
PC4473,CUST00002341,D,81,97
PC6189,CUST00117780,E,55,79
PC4905,CUST00010296,E,58,93
PC1720,CUST00164944,F,54,91
PC1125,CUST00167391,C,87,86
PC5810,CUST00249320,C,5,92
PC1243,CUST00166881,B,43,86
PC4658,CUST00068126,G,99,87
PC7548,CUST00064559,B,50,63
PC6852,CUST00011791,A,40,69
PC7970,CUST00005357,E,54,58
PC7484,CUST00266886,A,78,95
PC6652,CUST00003587,E,71,95
PC3470,CUST00092334,C,60,50
PC3339,CUST00086786,E,19,52
PC3302,CUST00146913,E,98,80
PC2152,CUST00072580,D,46,70
PC2119,CUST00241987,D,84,72
PC2905,CUST00038392,F,37,95
PC6497,CUST00077803,C,20,57
PC8297,CUST00067879,G,62,89
PC9638,CUST00195747,F,60,88
PC8836,CUST00262941,F,47,89
PC5297,CUST00230387,A,33,93
PC7016,CUST00134904,E,85,85
PC2119,CUST00020942,C,77,77
PC7585,CUST00054614,D,67,55
PC5915,CUST00270063,C,25,80
PC1363,CUST00129211,C,73,82
PC1246,CUST00125275,C,58,65
PC5781,CUST00104132,C,97,55
PC2119,CUST00028135,A,92,80
PC3989,CUST00240294,E,38,96
PC9084,CUST00159957,G,10,77
PC8265,CUST00160422,E,52,72
PC6796,CUST00232254,G,47,51
PC1208,CUST00250731,B,84,66
PC4654,CUST00173904,A,98,88
PC9745,CUST00217975,F,81,65
PC5666,CUST00227541,A,7,64
PC6987,CUST00022320,F,20,93
PC6901,CUST00131328,F,74,92
PC6289,CUST00068315,C,92,73
PC4425,CUST00185261,D,86,72
PC9244,CUST00087968,D,79,97
PC8471,CUST00190239,A,27,54
PC8359,CUST00063785,F,33,85
PC9224,CUST00160228,G,97,53
PC1500,CUST00218438,B,93,74
PC8335,CUST00054121,D,19,63
PC3773,CUST00011502,D,65,65
PC9858,CUST00051588,C,23,99
PC6971,CUST00005885,A,54,56
PC3034,CUST00091676,E,61,74
PC2829,CUST00080847,C,27,60
PC8143,CUST00223090,E,49,81
PC7760,CUST00116779,G,87,67
PC2750,CUST00099659,B,79,74
PC1580,CUST00206908,A,90,73
PC6840,CUST00087589,E,10,84
PC2634,CUST00176325,D,36,96
PC7863,CUST00212977,F,10,92
PC6578,CUST00153812,F,31,54
PC2342,CUST00052666,B,56,68
PC8228,CUST00068908,G,54,56
PC6262,CUST00054076,D,25,88
PC4748,CUST00205148,D,65,52
PC3181,CUST00017346,B,6,58
PC8320,CUST00087400,A,97,62
PC5180,CUST00077787,A,51,90
PC1699,CUST00039756,B,72,64
PC5577,CUST00268459,F,16,95
PC8434,CUST00229845,B,51,58
PC1918,CUST00019435,B,37,83
PC2186,CUST00184797,B,50,76
PC5360,CUST00119434,G,23,63
PC3975,CUST00239349,G,67,55
PC5803,CUST00092682,C,46,55
PC3368,CUST00007791,B,91,70
PC1358,CUST00084873,C,34,55
PC9246,CUST00199189,E,69,97
PC2780,CUST00164212,C,31,74
PC3959,CUST00091552,B,94,69
PC4030,CUST00036173,C,36,57
PC9902,CUST00160591,G,22,62
PC7656,CUST00080647,D,25,77
PC1062,CUST00117230,F,31,52
PC4349,CUST00149783,A,92,66
PC7071,CUST00163833,B,28,89
PC9739,CUST00253973,B,22,73
PC4363,CUST00176477,G,69,54
PC5797,CUST00075743,C,81,77
PC1361,CUST00071006,G,68,77
PC1229,CUST00239459,C,86,62
PC8759,CUST00083477,G,77,65
PC8710,CUST00131823,D,58,54
PC4911,CUST00110861,E,48,81
PC3483,CUST00149835,A,96,86
PC5307,CUST00258992,A,67,69
PC3212,CUST00213532,C,19,82
PC7897,CUST00101504,D,93,82
PC9196,CUST00226731,F,74,79
PC5845,CUST00129637,F,91,81
PC8687,CUST00118927,B,15,68
PC9440,CUST00174399,E,55,62
PC4739,CUST00004321,C,85,93
PC4802,CUST00163118,E,80,85
PC9586,CUST00176272,C,50,58
PC2659,CUST00047345,A,28,54
PC7790,CUST00060111,A,43,92
PC3771,CUST00034410,C,29,96
PC2459,CUST00177627,A,31,83
PC5086,CUST00190880,G,63,92
PC7226,CUST00265643,B,62,84
PC9449,CUST00057363,B,15,57
PC3934,CUST00080278,C,7,70
PC6634,CUST00193245,E,26,80
PC8731,CUST00212793,A,87,79
PC2579,CUST00039961,B,49,64
PC9542,CUST00243975,E,54,53
PC2893,CUST00037019,C,62,72
PC4837,CUST00187185,D,42,77
PC8430,CUST00095057,A,42,72
PC6678,CUST00174258,B,15,52
PC4204,CUST00206042,C,61,95
PC9061,CUST00084125,G,98,62
PC7464,CUST00093616,B,37,99
PC1731,CUST00173939,D,85,56
PC3390,CUST00136054,B,29,96
PC1273,CUST00121663,D,50,66
PC3831,CUST00212378,A,33,74
PC2256,CUST00205473,A,41,85
PC2863,CUST00097477,B,60,84
PC3048,CUST00053338,B,39,84
PC9108,CUST00257589,B,18,66
PC2198,CUST00027322,B,97,88
PC3458,CUST00161352,F,84,86
PC1180,CUST00215175,F,91,52
PC5748,CUST00147842,D,94,67
PC4555,CUST00098030,B,77,70
PC9051,CUST00230783,E,18,61
PC4310,CUST00252130,E,36,94
PC8856,CUST00168227,A,39,74
PC3112,CUST00125575,B,27,86
PC7881,CUST00051646,B,24,88
PC3412,CUST00058838,F,90,76
PC4596,CUST00131410,E,85,70
PC7514,CUST00079926,A,7,96
PC2611,CUST00181859,F,52,75
PC1994,CUST00081163,G,41,59
PC3552,CUST00051218,C,35,93
PC2851,CUST00121834,C,39,87
PC5573,CUST00063142,B,32,56
PC5224,CUST00257280,F,30,70
PC8001,CUST00041837,C,71,69
PC1237,CUST00020150,C,14,90
PC9161,CUST00139889,D,78,97
PC6537,CUST00123795,E,70,51
PC3589,CUST00136818,D,13,94
PC3160,CUST00139541,B,6,90
PC6154,CUST00015170,G,39,67
PC7286,CUST00027355,G,77,72
PC2169,CUST00092031,G,4,60
PC7739,CUST00049571,D,27,90
PC4870,CUST00006074,D,1,50
PC3217,CUST00146644,B,89,74
PC9388,CUST00175554,G,65,88
PC8664,CUST00184167,E,98,81
PC9648,CUST00265288,G,87,51
PC6941,CUST00041734,F,89,92
PC5252,CUST00042261,E,97,92
PC2413,CUST00114219,E,33,72
PC8564,CUST00143880,B,64,82
PC8114,CUST00039133,C,82,98
PC3561,CUST00029309,D,97,81
PC5119,CUST00191896,B,52,51
PC7201,CUST00157024,B,7,73
PC6243,CUST00161883,C,78,78
PC9936,CUST00233218,A,61,91
PC8501,CUST00246575,F,91,53
PC4688,CUST00258703,B,61,85
PC5920,CUST00210873,G,38,54
PC2824,CUST00026813,B,35,90
PC7968,CUST00020546,E,48,82
PC8071,CUST00219110,G,57,90
PC1081,CUST00240594,D,75,90
PC3331,CUST00093082,B,15,81
PC4655,CUST00132655,F,21,82
PC3473,CUST00025197,A,87,64
PC5711,CUST00263066,D,7,81
PC6624,CUST00135788,D,71,67
PC1398,CUST00047068,E,99,51
PC3277,CUST00041194,C,4,87
PC5027,CUST00102629,F,95,70
PC2068,CUST00064187,F,77,73
PC6135,CUST00022397,E,86,94
PC7014,CUST00171481,G,5,72
PC2954,CUST00226366,B,11,95
PC3074,CUST00251692,A,96,65
PC9830,CUST00254556,C,9,99
PC4295,CUST00183763,C,25,94
PC1306,CUST00224495,D,77,79
PC4518,CUST00047296,B,10,67
PC7989,CUST00094812,G,53,77
PC2424,CUST00019375,B,68,58
PC2881,CUST00174243,E,98,57
PC6124,CUST00087825,F,63,72
PC2702,CUST00223554,E,61,85
PC1274,CUST00160302,E,71,77
PC9963,CUST00229322,G,41,97
PC3575,CUST00232247,A,57,81
PC8977,CUST00016890,A,80,51
PC9928,CUST00108091,F,69,68
PC5999,CUST00257509,C,63,90
PC4863,CUST00156594,D,21,72
PC5716,CUST00019759,F,23,90
PC7138,CUST00261632,F,14,84
PC3309,CUST00006904,G,3,61
PC6074,CUST00267279,B,82,76
PC8565,CUST00101168,D,51,66
PC1573,CUST00194850,D,72,62
PC2445,CUST00158307,C,13,58
PC8241,CUST00105510,E,84,54
PC6094,CUST00088180,G,75,81
PC3244,CUST00171855,D,62,55
PC3344,CUST00091380,G,88,55
PC9442,CUST00230910,C,19,71
PC1171,CUST00023005,C,77,63
PC4438,CUST00077209,B,2,71
PC4344,CUST00146662,C,98,64
PC9407,CUST00238620,C,68,88
PC1524,CUST00171177,B,38,85
PC3589,CUST00072485,A,74,61
PC3676,CUST00254120,B,72,86
PC3615,CUST00268037,D,60,74
PC7139,CUST00079142,B,50,78
PC6771,CUST00104812,E,74,90
PC6558,CUST00027516,F,91,54
PC5398,CUST00055865,F,38,62
PC3487,CUST00196267,B,91,66
PC6954,CUST00022088,D,49,96
PC7236,CUST00240475,E,86,50
PC8330,CUST00255203,G,78,54
PC8330,CUST00223869,G,93,70
PC6778,CUST00251593,G,87,86
PC2765,CUST00063409,A,96,90
PC3228,CUST00144416,C,85,65
PC5246,CUST00224780,A,76,56
PC3800,CUST00050914,B,81,73
PC7807,CUST00145759,C,85,82
PC6890,CUST00200586,A,37,53
PC8324,CUST00071466,C,41,75
PC8361,CUST00128656,G,98,67
PC3250,CUST00174145,A,61,69
PC9889,CUST00125414,B,6,72
PC9419,CUST00032293,B,39,91
PC7381,CUST00045388,G,97,63
PC7742,CUST00079713,A,18,51
PC5549,CUST00018213,D,84,57
PC3084,CUST00150612,A,29,92
PC3979,CUST00055614,A,84,76
PC3061,CUST00111962,A,86,55
PC4574,CUST00254466,G,79,61
PC3804,CUST00013451,A,9,57
PC7286,CUST00239062,G,82,68
PC4130,CUST00064393,B,43,79
PC9377,CUST00228236,F,31,52
PC8779,CUST00233037,D,98,80
PC1387,CUST00043369,A,28,82
PC8202,CUST00062770,B,17,53
PC9748,CUST00038005,C,24,54
PC8464,CUST00196364,C,93,74
PC4368,CUST00045605,G,8,64
PC4186,CUST00250869,D,41,82
PC6786,CUST00263205,C,30,64
PC3582,CUST00232011,B,14,51
PC7694,CUST00016804,E,52,99
PC3634,CUST00066872,C,94,61
PC7515,CUST00252352,A,70,60
PC9539,CUST00241359,C,38,74
PC5104,CUST00249997,E,79,67
PC4314,CUST00198458,E,71,97
PC5407,CUST00067777,B,2,50
PC3773,CUST00068235,G,87,74
PC3124,CUST00010838,E,85,74
PC3213,CUST00073164,G,42,79
PC6242,CUST00151561,E,46,70
PC8775,CUST00131911,D,69,86
PC7721,CUST00188088,B,84,51
PC6093,CUST00026093,F,10,52
PC5995,CUST00176800,F,7,84
PC7169,CUST00193868,G,73,81
PC6105,CUST00134076,G,35,73
PC3442,CUST00051058,B,40,93
PC2008,CUST00087238,D,58,85
PC1694,CUST00105909,D,53,73
PC6079,CUST00130583,F,35,89
PC1558,CUST00009536,A,33,70
PC5519,CUST00236485,F,71,72
PC4782,CUST00203622,C,42,82
PC2044,CUST00199595,A,31,71
PC4742,CUST00178412,F,84,56
PC3168,CUST00230931,D,76,90
PC8622,CUST00200600,D,54,77
