customer_id,property_type,number_of_floors,rooms,have_gas_pipeline,external_or_internal_electricity_source,property_built_date
CUST00222812,Semi-Detached,2,3,Yes,Company Provided,1982-12-17
CUST00136423,Flat,1,3,Yes,Grid + Solar,1976-07-26
CUST00124590,Detached,1,5,No,Company Provided,1984-12-12
CUST00012838,Flat,3,7,Yes,Solar,1977-08-10
CUST00044978,Terraced,1,6,Yes,Company Provided,1993-08-22
CUST00238745,Detached,1,2,Yes,Solar,2018-12-19
CUST00219129,Flat,1,5,Yes,Company Provided,2015-07-19
CUST00190486,Semi-Detached,1,2,Yes,Solar,2004-10-12
CUST00076260,Flat,1,4,Yes,Company Provided,1984-07-18
CUST00014708,Flat,2,3,No,Grid + Solar,2011-03-05
CUST00104936,Bungalow,3,3,Yes,Company Provided,1994-12-15
CUST00180808,Bungalow,3,3,No,Solar,2002-10-30
CUST00045695,Flat,1,2,Yes,Grid + Solar,1992-05-22
CUST00050170,Semi-Detached,3,6,Yes,Company Provided,2008-10-17
CUST00020432,Flat,3,6,Yes,Grid + Solar,1971-08-28
CUST00175910,Flat,2,3,No,Company Provided,1971-01-07
CUST00130148,Flat,3,4,Yes,Grid + Solar,2019-09-28
CUST00190797,Terraced,2,7,Yes,Grid + Solar,1992-02-11
CUST00206640,Detached,3,4,Yes,Solar,1973-03-24
CUST00172915,Terraced,1,4,Yes,Grid + Solar,2013-12-01
CUST00163726,Detached,2,5,No,Company Provided,2005-02-22
CUST00097586,Terraced,3,6,Yes,Grid + Solar,1997-04-21
CUST00226999,Detached,3,2,Yes,Grid + Solar,2016-06-05
CUST00267137,Detached,2,5,Yes,Solar,2017-07-15
CUST00233084,Flat,2,7,Yes,Company Provided,1988-04-03
CUST00177278,Flat,2,7,Yes,Solar,1983-03-14
CUST00202342,Detached,3,3,No,Company Provided,2018-05-23
CUST00207351,Detached,1,6,No,Company Provided,2011-01-25
CUST00088936,Semi-Detached,1,7,No,Solar,1994-02-17
CUST00185252,Flat,1,3,Yes,Company Provided,1997-05-01
CUST00157300,Flat,2,6,Yes,Company Provided,1977-05-24
CUST00177896,Terraced,3,5,No,Grid + Solar,2004-09-29
CUST00225165,Semi-Detached,1,6,No,Grid + Solar,1984-12-12
CUST00243592,Flat,2,3,Yes,Grid + Solar,1970-02-01
CUST00147022,Terraced,1,4,No,Company Provided,1999-08-30
CUST00214920,Detached,1,2,Yes,Company Provided,1970-04-13
CUST00063835,Terraced,1,3,Yes,Grid + Solar,2012-08-30
CUST00072129,Semi-Detached,3,7,Yes,Company Provided,2017-11-28
CUST00091337,Flat,1,7,Yes,Company Provided,1994-02-11
CUST00228124,Terraced,2,7,Yes,Company Provided,1974-12-08
CUST00236703,Flat,2,5,Yes,Company Provided,1992-11-19
CUST00222125,Semi-Detached,3,4,No,Solar,1978-03-30
CUST00083423,Semi-Detached,3,2,No,Company Provided,2017-12-20
CUST00220236,Flat,2,4,No,Company Provided,2013-05-06
CUST00017314,Bungalow,1,3,Yes,Grid + Solar,1971-11-29
CUST00193539,Terraced,2,3,Yes,Company Provided,1974-09-15
CUST00146734,Flat,2,6,No,Grid + Solar,1995-08-29
CUST00131612,Terraced,3,5,Yes,Solar,1984-09-11
CUST00021846,Terraced,2,5,Yes,Grid + Solar,2006-06-02
CUST00002719,Detached,3,3,Yes,Grid + Solar,1970-03-21
CUST00079885,Terraced,1,2,Yes,Company Provided,1973-10-17
CUST00026462,Semi-Detached,1,6,No,Solar,1975-07-03
CUST00174197,Bungalow,3,4,Yes,Solar,2013-05-12
CUST00019095,Semi-Detached,2,7,Yes,Grid + Solar,2004-07-17
CUST00053682,Flat,3,2,Yes,Company Provided,2009-07-25
CUST00068263,Semi-Detached,1,6,No,Company Provided,1999-11-01
CUST00143901,Flat,3,5,No,Company Provided,1994-05-19
CUST00127713,Detached,2,4,Yes,Company Provided,1990-12-01
CUST00200472,Semi-Detached,3,6,No,Company Provided,1981-04-14
CUST00068744,Flat,1,6,Yes,Solar,2014-01-16
CUST00022426,Detached,1,5,No,Grid + Solar,2013-01-02
CUST00014890,Bungalow,1,3,Yes,Solar,2002-10-25
CUST00091024,Bungalow,3,7,Yes,Grid + Solar,1973-10-21
CUST00235351,Flat,2,7,Yes,Solar,2007-06-17
CUST00190754,Flat,3,4,Yes,Solar,1986-02-25
CUST00094363,Flat,3,7,Yes,Solar,1993-03-29
CUST00098082,Terraced,1,2,Yes,Solar,1981-03-08
CUST00159428,Bungalow,2,4,Yes,Grid + Solar,1981-07-09
CUST00195064,Detached,3,7,No,Grid + Solar,1984-12-11
CUST00247618,Terraced,3,4,No,Grid + Solar,2008-06-27
CUST00207072,Detached,2,6,No,Company Provided,2013-09-14
CUST00087120,Detached,2,6,Yes,Solar,2004-12-18
CUST00092428,Flat,2,2,No,Solar,1992-08-05
CUST00054170,Flat,1,2,No,Grid + Solar,2007-11-23
CUST00097901,Flat,1,4,No,Solar,1970-07-14
CUST00085199,Terraced,1,2,No,Solar,2017-09-10
CUST00061542,Bungalow,3,4,Yes,Grid + Solar,1988-03-08
CUST00268183,Bungalow,3,2,Yes,Company Provided,1995-09-28
CUST00197748,Bungalow,2,5,Yes,Grid + Solar,2000-05-07
CUST00237934,Bungalow,2,2,No,Solar,2007-08-17
CUST00113593,Terraced,1,5,No,Solar,1995-12-15
CUST00118077,Detached,1,2,Yes,Grid + Solar,2000-12-14
CUST00031682,Semi-Detached,2,5,No,Solar,1987-01-28
CUST00082646,Detached,2,3,No,Solar,1993-01-16
CUST00087973,Bungalow,3,7,No,Company Provided,1982-03-20
CUST00087111,Detached,2,5,Yes,Company Provided,1979-12-21
CUST00042017,Flat,1,3,No,Company Provided,1980-11-07
CUST00132593,Semi-Detached,3,4,Yes,Company Provided,1993-12-04
CUST00030625,Flat,2,2,Yes,Solar,1989-09-16
CUST00119750,Detached,2,2,No,Grid + Solar,2017-02-05
CUST00108951,Terraced,3,2,No,Company Provided,1980-12-11
CUST00148587,Detached,2,2,No,Grid + Solar,1992-03-10
CUST00125452,Detached,1,7,No,Company Provided,1979-09-24
CUST00190105,Semi-Detached,1,5,No,Company Provided,1997-12-13
CUST00163484,Bungalow,3,6,No,Company Provided,2001-12-31
CUST00147791,Flat,1,2,Yes,Company Provided,1979-02-21
CUST00203689,Bungalow,3,7,No,Solar,2018-10-11
CUST00258129,Semi-Detached,3,2,Yes,Solar,2015-07-10
CUST00219837,Terraced,1,2,No,Solar,2013-02-28
CUST00259928,Semi-Detached,1,7,No,Grid + Solar,2010-01-20
CUST00048959,Bungalow,3,5,No,Grid + Solar,1974-02-05
CUST00020600,Detached,2,2,No,Grid + Solar,1970-07-19
CUST00049066,Semi-Detached,1,2,Yes,Grid + Solar,1994-01-25
CUST00163696,Bungalow,3,2,Yes,Grid + Solar,1999-06-11
CUST00215486,Flat,1,2,Yes,Company Provided,1982-02-05
CUST00173373,Bungalow,1,4,No,Grid + Solar,2019-04-13
CUST00244261,Terraced,3,3,No,Solar,2000-02-29
CUST00011251,Flat,2,6,No,Grid + Solar,1993-02-25
CUST00104864,Semi-Detached,2,4,No,Grid + Solar,1996-10-04
CUST00080231,Detached,2,3,Yes,Company Provided,1984-12-05
CUST00141550,Terraced,3,3,No,Grid + Solar,2007-10-19
CUST00148684,Semi-Detached,3,5,No,Solar,1978-04-16
CUST00121664,Bungalow,1,7,No,Solar,1978-09-21
CUST00207728,Flat,3,6,No,Company Provided,2004-05-15
CUST00075079,Bungalow,3,5,No,Grid + Solar,1976-03-01
CUST00046452,Detached,2,5,Yes,Grid + Solar,2014-09-12
CUST00096818,Detached,1,3,Yes,Solar,1978-01-22
CUST00175231,Flat,3,6,Yes,Grid + Solar,2006-09-18
CUST00122158,Bungalow,3,3,No,Company Provided,2014-07-28
CUST00235365,Detached,2,6,Yes,Grid + Solar,2013-05-16
CUST00183187,Terraced,1,4,Yes,Company Provided,1979-09-05
CUST00145972,Flat,3,6,Yes,Solar,2008-06-04
CUST00075337,Bungalow,3,3,No,Grid + Solar,2002-11-27
CUST00185431,Terraced,2,6,No,Solar,1973-06-05
CUST00129583,Flat,2,5,Yes,Company Provided,2013-07-30
CUST00068174,Terraced,2,3,No,Company Provided,1999-12-17
CUST00074094,Detached,3,2,Yes,Solar,1970-05-14
CUST00215423,Flat,1,7,Yes,Solar,1984-10-16
CUST00169652,Detached,2,5,No,Solar,2005-07-11
CUST00267653,Flat,1,2,No,Company Provided,2019-01-13
CUST00225809,Flat,1,2,No,Company Provided,1987-08-31
CUST00146900,Flat,3,2,Yes,Company Provided,2009-03-24
CUST00172009,Bungalow,3,3,No,Solar,2010-10-01
CUST00134609,Semi-Detached,2,5,Yes,Company Provided,2003-12-16
CUST00094816,Semi-Detached,1,4,Yes,Solar,1980-07-20
CUST00171869,Terraced,1,6,No,Company Provided,2014-12-17
CUST00030272,Semi-Detached,2,4,Yes,Solar,1994-09-13
CUST00079355,Terraced,3,2,No,Company Provided,1993-11-23
CUST00150229,Detached,1,5,Yes,Grid + Solar,2007-08-06
CUST00257513,Semi-Detached,2,5,No,Grid + Solar,1982-04-07
CUST00048721,Detached,2,2,Yes,Solar,1988-12-10
CUST00239556,Flat,1,6,Yes,Grid + Solar,1980-04-17
CUST00034286,Terraced,1,4,No,Company Provided,2003-01-21
CUST00046059,Semi-Detached,3,4,Yes,Company Provided,1987-11-26
CUST00217605,Bungalow,3,4,No,Company Provided,2002-06-01
CUST00021150,Semi-Detached,2,5,No,Grid + Solar,1976-12-20
CUST00228450,Flat,2,3,Yes,Grid + Solar,1993-05-09
CUST00260370,Flat,3,5,Yes,Grid + Solar,1989-01-28
CUST00247207,Detached,1,5,No,Solar,2005-10-22
CUST00195098,Flat,3,4,Yes,Grid + Solar,2016-06-30
CUST00095446,Detached,1,4,No,Grid + Solar,2017-07-22
CUST00036746,Flat,1,4,Yes,Grid + Solar,1987-04-04
CUST00066147,Flat,3,6,No,Solar,2011-11-13
CUST00124404,Detached,3,4,No,Solar,1983-10-15
CUST00216279,Flat,2,6,No,Solar,2017-08-25
CUST00113980,Detached,2,6,Yes,Grid + Solar,2006-08-06
CUST00041470,Detached,2,2,Yes,Solar,1976-10-18
CUST00101534,Bungalow,1,3,No,Company Provided,1980-03-26
CUST00152483,Detached,3,2,Yes,Solar,1977-01-16
CUST00039144,Semi-Detached,2,7,No,Company Provided,2005-10-27
CUST00093124,Detached,2,6,No,Company Provided,1995-01-17
CUST00074450,Terraced,1,3,No,Solar,2005-05-15
CUST00211340,Bungalow,2,3,Yes,Company Provided,2002-02-04
CUST00267655,Bungalow,3,3,No,Solar,1983-12-04
CUST00165233,Bungalow,3,6,No,Company Provided,2004-02-19
CUST00076300,Semi-Detached,2,2,No,Grid + Solar,2007-04-08
CUST00010320,Flat,3,2,Yes,Grid + Solar,1974-01-25
CUST00124412,Detached,3,2,No,Company Provided,1982-03-15
CUST00198838,Flat,3,3,Yes,Solar,1999-05-14
CUST00111560,Semi-Detached,2,7,No,Grid + Solar,1983-04-02
CUST00083393,Flat,3,3,No,Grid + Solar,1990-02-19
CUST00034196,Bungalow,1,3,Yes,Solar,1978-05-22
CUST00036445,Detached,1,2,Yes,Solar,1981-01-31
CUST00059889,Terraced,3,4,Yes,Company Provided,2002-09-09
CUST00093272,Semi-Detached,1,7,Yes,Company Provided,1975-07-11
CUST00064450,Detached,1,3,Yes,Grid + Solar,2009-03-09
CUST00135113,Terraced,2,6,No,Company Provided,1976-12-09
CUST00102501,Detached,1,5,Yes,Company Provided,2006-01-04
CUST00004048,Bungalow,3,6,Yes,Solar,1977-11-03
CUST00137044,Semi-Detached,2,5,No,Grid + Solar,1995-08-17
CUST00011381,Semi-Detached,2,4,Yes,Company Provided,1976-06-26
CUST00240738,Semi-Detached,3,5,No,Solar,2003-06-26
CUST00168023,Semi-Detached,1,4,No,Company Provided,1988-08-18
CUST00211593,Flat,3,7,No,Solar,1979-03-07
CUST00245639,Bungalow,1,5,Yes,Grid + Solar,2005-09-15
CUST00217154,Terraced,1,2,No,Company Provided,1986-03-14
CUST00128413,Detached,3,6,Yes,Grid + Solar,1972-06-30
CUST00040131,Semi-Detached,1,3,Yes,Company Provided,2013-03-04
CUST00241869,Semi-Detached,2,6,Yes,Solar,1971-05-14
CUST00245313,Terraced,1,3,Yes,Grid + Solar,1981-07-24
CUST00144061,Flat,1,3,Yes,Grid + Solar,1993-02-08
CUST00261748,Semi-Detached,1,2,Yes,Company Provided,2001-10-22
CUST00106634,Terraced,2,4,Yes,Grid + Solar,1985-02-03
CUST00102768,Flat,2,2,Yes,Grid + Solar,1981-03-27
CUST00203942,Detached,3,6,Yes,Company Provided,1981-11-15
CUST00074069,Detached,2,3,No,Company Provided,1990-07-04
CUST00024100,Semi-Detached,2,5,No,Solar,1996-10-14
CUST00098672,Terraced,3,7,No,Grid + Solar,2017-04-17
CUST00103718,Semi-Detached,1,2,Yes,Grid + Solar,2008-12-11
CUST00212118,Bungalow,1,2,No,Solar,2006-10-06
CUST00252673,Detached,3,4,Yes,Grid + Solar,2016-02-05
CUST00014582,Semi-Detached,3,3,No,Solar,2012-03-31
CUST00116207,Semi-Detached,1,5,No,Grid + Solar,2007-08-11
CUST00222934,Bungalow,3,2,Yes,Solar,1982-03-12
CUST00057850,Flat,3,6,Yes,Solar,1974-07-29
CUST00268732,Semi-Detached,2,2,No,Grid + Solar,1999-09-02
CUST00270276,Bungalow,1,3,Yes,Grid + Solar,1997-08-27
CUST00178096,Bungalow,2,4,No,Grid + Solar,1991-05-20
CUST00099427,Detached,2,6,Yes,Grid + Solar,1970-08-01
CUST00270690,Flat,3,5,Yes,Solar,2012-06-08
CUST00150469,Bungalow,2,2,No,Solar,1992-10-14
CUST00038592,Detached,1,6,No,Solar,1976-08-03
CUST00169907,Terraced,2,7,Yes,Grid + Solar,1983-05-15
CUST00011084,Terraced,3,2,No,Grid + Solar,1984-07-03
CUST00080204,Detached,1,6,No,Solar,2001-01-08
CUST00209529,Semi-Detached,2,6,Yes,Grid + Solar,1992-06-22
CUST00068826,Terraced,2,5,Yes,Grid + Solar,1972-06-25
CUST00032703,Flat,3,7,No,Company Provided,1985-05-22
CUST00218219,Semi-Detached,1,6,Yes,Grid + Solar,1983-03-18
CUST00124115,Flat,2,3,No,Company Provided,1971-06-23
CUST00020166,Semi-Detached,1,4,No,Solar,2006-03-10
CUST00058128,Detached,1,7,No,Company Provided,2013-12-12
CUST00109989,Bungalow,3,7,Yes,Company Provided,2008-01-27
CUST00114915,Flat,3,6,No,Company Provided,1986-01-27
CUST00193656,Semi-Detached,1,2,No,Company Provided,1980-04-18
CUST00021302,Terraced,3,5,Yes,Grid + Solar,2014-06-16
CUST00162060,Semi-Detached,3,3,No,Solar,1990-07-16
CUST00220473,Bungalow,2,7,Yes,Grid + Solar,2002-08-01
CUST00127023,Semi-Detached,2,5,Yes,Grid + Solar,1970-10-02
CUST00267704,Flat,3,4,Yes,Company Provided,1978-05-04
CUST00146038,Detached,2,7,No,Grid + Solar,1997-02-07
CUST00092314,Flat,1,7,No,Solar,1970-10-13
CUST00067328,Flat,2,7,No,Solar,2014-09-29
CUST00118305,Bungalow,2,4,Yes,Grid + Solar,1971-12-04
CUST00007726,Detached,2,6,Yes,Grid + Solar,2007-01-15
CUST00232721,Bungalow,1,6,Yes,Solar,1997-08-18
CUST00066397,Bungalow,2,3,Yes,Company Provided,1999-04-18
CUST00250626,Detached,2,3,Yes,Company Provided,1971-07-03
CUST00260927,Detached,2,5,Yes,Company Provided,1999-04-15
CUST00121424,Flat,1,5,Yes,Company Provided,1982-04-28
CUST00027891,Flat,3,4,Yes,Grid + Solar,2015-11-12
CUST00254212,Semi-Detached,1,6,Yes,Grid + Solar,1996-08-26
CUST00200168,Semi-Detached,2,7,No,Solar,1984-10-26
CUST00174041,Detached,2,2,No,Solar,1992-06-17
CUST00086777,Semi-Detached,2,2,No,Grid + Solar,1982-09-11
CUST00141161,Bungalow,1,6,Yes,Solar,1972-10-22
CUST00240312,Semi-Detached,2,3,No,Solar,1997-08-20
CUST00059941,Detached,3,5,No,Company Provided,1998-06-10
CUST00019290,Terraced,3,6,No,Grid + Solar,1982-05-14
CUST00147594,Terraced,2,4,Yes,Grid + Solar,1997-01-15
CUST00086046,Bungalow,1,2,Yes,Solar,1990-04-18
CUST00194399,Detached,3,4,Yes,Company Provided,2002-06-20
CUST00148978,Bungalow,2,4,Yes,Company Provided,2001-06-27
CUST00142590,Detached,1,6,No,Grid + Solar,2011-08-02
CUST00107462,Bungalow,1,7,Yes,Solar,2011-03-10
CUST00142191,Terraced,3,4,No,Grid + Solar,1978-03-22
CUST00203103,Flat,2,7,Yes,Solar,1979-04-14
CUST00172358,Detached,2,2,No,Company Provided,2003-08-06
CUST00075449,Semi-Detached,3,5,Yes,Grid + Solar,1979-05-25
CUST00232387,Terraced,2,2,No,Solar,2011-10-11
CUST00192305,Detached,3,7,No,Solar,2012-11-07
CUST00133762,Semi-Detached,3,6,Yes,Grid + Solar,2004-08-18
CUST00230243,Flat,2,2,No,Solar,1985-11-08
CUST00143114,Semi-Detached,1,5,No,Solar,1974-08-26
CUST00021697,Bungalow,2,7,No,Grid + Solar,1998-02-02
CUST00183338,Terraced,2,5,Yes,Solar,1988-01-30
CUST00215274,Bungalow,3,4,No,Grid + Solar,2019-10-25
CUST00215524,Flat,3,7,Yes,Solar,2018-06-13
CUST00238096,Detached,1,2,Yes,Company Provided,2003-10-16
CUST00173977,Flat,1,3,No,Solar,1983-01-25
CUST00098334,Semi-Detached,2,3,No,Solar,1988-08-23
CUST00136071,Flat,3,3,Yes,Solar,1998-04-26
CUST00211596,Terraced,1,4,Yes,Company Provided,1988-05-15
CUST00015119,Flat,2,3,No,Grid + Solar,2006-12-24
CUST00056011,Detached,2,4,No,Grid + Solar,1992-02-29
CUST00150474,Bungalow,1,5,No,Company Provided,1995-11-15
CUST00114671,Bungalow,2,3,Yes,Solar,1996-01-23
CUST00081036,Terraced,1,2,No,Grid + Solar,1975-11-02
CUST00113232,Bungalow,3,6,Yes,Company Provided,1980-09-20
CUST00216423,Terraced,3,3,No,Solar,2017-05-31
CUST00067089,Semi-Detached,1,3,No,Company Provided,2019-11-23
CUST00163371,Bungalow,3,6,Yes,Grid + Solar,1997-04-07
CUST00041521,Detached,3,2,Yes,Solar,2006-07-23
CUST00243335,Bungalow,1,6,No,Company Provided,1992-04-01
CUST00100618,Flat,3,5,No,Solar,1973-08-02
CUST00039954,Bungalow,1,2,No,Grid + Solar,1975-07-14
CUST00107423,Semi-Detached,3,6,No,Company Provided,1984-03-17
CUST00020476,Bungalow,1,3,No,Company Provided,2000-03-23
CUST00200595,Flat,1,4,No,Grid + Solar,1989-07-30
CUST00091583,Bungalow,3,3,Yes,Company Provided,1990-09-22
CUST00230569,Flat,2,2,Yes,Solar,1979-03-22
CUST00086065,Terraced,2,4,Yes,Grid + Solar,1986-04-28
CUST00030784,Semi-Detached,2,2,No,Grid + Solar,2001-02-09
CUST00105500,Detached,1,7,Yes,Solar,1978-09-22
CUST00264772,Bungalow,3,5,Yes,Company Provided,2000-12-14
CUST00048650,Bungalow,2,2,No,Grid + Solar,1979-08-26
CUST00153010,Semi-Detached,3,3,No,Grid + Solar,1975-06-22
CUST00229460,Detached,2,6,No,Company Provided,1997-10-13
CUST00049813,Detached,3,2,Yes,Company Provided,2012-08-08
CUST00236338,Terraced,2,2,No,Company Provided,2004-06-09
CUST00108876,Terraced,1,2,Yes,Solar,1976-06-22
CUST00008924,Bungalow,3,6,Yes,Company Provided,1980-10-04
CUST00141839,Bungalow,3,3,No,Solar,1983-05-15
CUST00011785,Flat,2,3,Yes,Solar,1992-10-22
CUST00034153,Terraced,2,6,Yes,Solar,1980-07-03
CUST00248140,Flat,3,3,Yes,Grid + Solar,1977-04-18
CUST00046121,Bungalow,1,5,Yes,Company Provided,2018-01-11
CUST00250395,Bungalow,1,3,No,Company Provided,2000-03-18
CUST00132937,Terraced,3,3,Yes,Solar,1986-12-31
CUST00191507,Detached,2,7,Yes,Company Provided,2001-10-03
CUST00202042,Semi-Detached,3,7,Yes,Grid + Solar,1979-08-03
CUST00258254,Terraced,1,7,Yes,Grid + Solar,2002-03-23
CUST00225746,Flat,1,3,Yes,Company Provided,1995-02-28
CUST00094196,Detached,3,7,No,Grid + Solar,2001-06-08
CUST00083400,Bungalow,2,5,Yes,Company Provided,2001-05-27
CUST00259894,Detached,2,2,No,Solar,1984-02-18
CUST00061399,Detached,1,4,Yes,Grid + Solar,2001-10-07
CUST00262708,Flat,2,3,No,Solar,2009-02-03
CUST00242484,Semi-Detached,1,6,No,Solar,2009-07-05
CUST00181862,Terraced,2,7,Yes,Solar,2017-05-06
CUST00077172,Terraced,1,5,No,Grid + Solar,1996-06-22
CUST00143113,Bungalow,1,6,Yes,Grid + Solar,1970-03-13
CUST00022235,Bungalow,2,7,No,Solar,2006-10-03
CUST00150211,Flat,2,4,Yes,Solar,1975-07-07
CUST00249610,Terraced,2,2,Yes,Solar,2007-09-14
CUST00271157,Terraced,3,4,Yes,Solar,1998-01-15
CUST00001676,Bungalow,1,5,No,Company Provided,2000-06-18
CUST00225779,Terraced,2,3,No,Solar,1971-04-13
CUST00122793,Bungalow,2,7,No,Company Provided,2018-09-02
CUST00125742,Flat,3,2,No,Solar,2018-06-25
CUST00015265,Bungalow,1,3,No,Solar,2007-04-11
CUST00188305,Bungalow,2,5,No,Grid + Solar,2018-06-14
CUST00044613,Detached,1,5,Yes,Solar,2019-10-12
CUST00025061,Terraced,3,4,Yes,Solar,2015-07-15
CUST00041304,Semi-Detached,1,6,No,Grid + Solar,1979-08-04
CUST00097724,Semi-Detached,1,2,No,Solar,2008-03-02
CUST00051958,Bungalow,3,2,Yes,Solar,1985-05-29
CUST00190533,Bungalow,3,7,No,Company Provided,1984-05-18
CUST00042092,Semi-Detached,1,5,Yes,Grid + Solar,1976-12-17
CUST00158887,Flat,1,3,Yes,Solar,2007-12-24
CUST00192034,Semi-Detached,1,7,No,Grid + Solar,1997-10-18
CUST00137235,Detached,1,2,No,Solar,2013-06-02
CUST00039488,Detached,3,2,No,Solar,2012-10-04
CUST00054132,Detached,1,3,No,Company Provided,1997-11-01
CUST00055825,Semi-Detached,1,3,No,Solar,1983-04-22
CUST00064553,Bungalow,3,3,No,Grid + Solar,2009-02-14
CUST00259937,Terraced,1,7,Yes,Grid + Solar,2001-06-14
CUST00119977,Detached,1,7,Yes,Solar,1980-12-12
CUST00003712,Bungalow,1,2,No,Solar,1991-06-15
CUST00264470,Bungalow,2,3,Yes,Grid + Solar,1996-07-06
CUST00134882,Flat,1,2,No,Solar,1982-03-06
CUST00104610,Flat,3,3,No,Solar,1979-02-25
CUST00051266,Flat,2,3,No,Company Provided,2011-02-06
CUST00197468,Semi-Detached,1,6,No,Company Provided,2018-07-30
CUST00032332,Semi-Detached,2,4,Yes,Solar,2004-02-01
CUST00265484,Semi-Detached,2,3,Yes,Solar,2000-07-22
CUST00067999,Flat,1,3,Yes,Grid + Solar,1999-07-22
CUST00003131,Flat,3,5,No,Company Provided,1977-04-04
CUST00043281,Flat,3,2,Yes,Solar,1993-02-04
CUST00137406,Flat,1,6,No,Grid + Solar,2005-05-20
CUST00253263,Semi-Detached,3,4,No,Grid + Solar,2008-01-03
CUST00172299,Terraced,1,7,No,Company Provided,1983-04-20
CUST00063132,Detached,1,3,Yes,Solar,2009-06-11
CUST00129108,Flat,1,3,Yes,Grid + Solar,1993-07-06
CUST00132297,Bungalow,1,4,Yes,Company Provided,1987-02-24
CUST00248022,Bungalow,1,3,Yes,Company Provided,2008-08-09
CUST00002012,Detached,1,3,No,Company Provided,1984-09-19
CUST00187549,Flat,2,4,Yes,Grid + Solar,2011-11-28
CUST00074571,Terraced,3,6,Yes,Solar,2012-02-05
CUST00103823,Detached,3,4,Yes,Company Provided,1991-07-13
CUST00228535,Semi-Detached,2,6,No,Grid + Solar,2018-04-16
CUST00007518,Terraced,2,4,Yes,Company Provided,1972-12-29
CUST00007582,Bungalow,1,4,No,Solar,1991-06-19
CUST00076249,Bungalow,2,6,No,Grid + Solar,1970-11-13
CUST00205439,Bungalow,2,3,No,Grid + Solar,2001-12-25
CUST00166905,Terraced,2,5,Yes,Grid + Solar,2015-02-08
CUST00238641,Flat,2,3,No,Grid + Solar,2005-04-04
CUST00065472,Terraced,2,4,No,Company Provided,1995-09-23
CUST00048172,Bungalow,3,3,No,Company Provided,2007-02-17
CUST00070564,Semi-Detached,2,6,Yes,Grid + Solar,2019-01-30
CUST00141026,Bungalow,2,2,No,Company Provided,1987-10-21
CUST00162632,Semi-Detached,3,2,Yes,Solar,1990-04-03
CUST00067307,Semi-Detached,1,2,No,Company Provided,1983-07-06
CUST00174186,Bungalow,3,6,No,Grid + Solar,1988-06-04
CUST00217280,Detached,3,2,No,Grid + Solar,2008-08-11
CUST00004365,Flat,2,5,No,Grid + Solar,1980-03-31
CUST00038877,Terraced,2,4,No,Solar,1976-01-24
CUST00157663,Bungalow,2,4,Yes,Company Provided,1983-06-14
CUST00027374,Semi-Detached,1,7,No,Company Provided,1998-12-17
CUST00004127,Terraced,3,3,No,Grid + Solar,1980-01-17
CUST00059670,Terraced,1,2,Yes,Company Provided,2011-10-23
CUST00118237,Terraced,1,4,Yes,Grid + Solar,2002-09-28
CUST00067362,Semi-Detached,2,6,No,Grid + Solar,2006-01-15
CUST00007793,Bungalow,2,4,Yes,Grid + Solar,1975-05-06
CUST00055151,Detached,3,7,Yes,Solar,1974-05-23
CUST00059471,Detached,2,6,No,Grid + Solar,1984-12-02
CUST00199892,Detached,3,7,No,Company Provided,1988-01-20
CUST00213313,Bungalow,1,5,No,Grid + Solar,2016-07-08
CUST00008500,Detached,2,6,No,Company Provided,2007-01-16
CUST00010443,Semi-Detached,1,5,Yes,Solar,2006-10-03
CUST00243841,Bungalow,3,6,No,Grid + Solar,2016-02-04
CUST00026618,Terraced,1,6,No,Company Provided,1998-12-18
CUST00120847,Flat,2,5,Yes,Solar,1977-02-19
CUST00182554,Flat,3,7,No,Grid + Solar,1982-03-08
CUST00247655,Flat,2,7,Yes,Solar,2003-02-02
CUST00260497,Bungalow,1,3,No,Solar,2002-09-26
CUST00114583,Semi-Detached,3,5,Yes,Grid + Solar,1982-04-17
CUST00054348,Semi-Detached,1,5,No,Solar,1993-02-13
CUST00117846,Bungalow,1,3,No,Company Provided,2005-04-16
CUST00249307,Bungalow,1,5,No,Grid + Solar,2019-02-24
CUST00134245,Flat,1,5,Yes,Grid + Solar,1997-04-17
CUST00116484,Flat,3,6,Yes,Company Provided,1971-02-07
CUST00168773,Semi-Detached,3,5,No,Solar,1985-10-23
CUST00163829,Semi-Detached,2,4,Yes,Company Provided,2010-02-24
CUST00121762,Flat,3,6,No,Company Provided,2005-03-09
CUST00032586,Semi-Detached,1,5,No,Company Provided,2016-09-22
CUST00240887,Semi-Detached,2,7,No,Grid + Solar,1990-04-06
CUST00109345,Bungalow,1,2,Yes,Company Provided,2017-07-12
CUST00153455,Flat,2,3,Yes,Company Provided,2017-08-28
CUST00261954,Detached,2,5,No,Solar,1979-09-12
CUST00180768,Flat,2,6,No,Company Provided,1994-09-02
CUST00231693,Flat,3,7,No,Grid + Solar,2011-10-21
CUST00239587,Terraced,1,4,Yes,Solar,2002-01-26
CUST00186240,Flat,3,4,No,Grid + Solar,1975-07-07
CUST00236664,Terraced,3,4,No,Solar,1993-12-22
CUST00190200,Bungalow,2,2,Yes,Solar,1990-05-30
CUST00245407,Semi-Detached,3,3,No,Grid + Solar,2018-04-22
CUST00102975,Semi-Detached,1,2,Yes,Grid + Solar,2001-05-25
CUST00191454,Semi-Detached,3,4,Yes,Company Provided,1993-02-01
CUST00182300,Terraced,2,5,No,Solar,2002-08-17
