pay_id,direct_labour_or_contractor,training_result,proficiency,multi_skill_or_single_skill,primary_skill,secondary_skill
ENG01848,Contractor,Distinction,Expert,Single Skill,Installation,None
ENG01849,Contractor,Pass,Beginner,Single Skill,Service,Repair
ENG01850,Contractor,Pass,Beginner,Single Skill,Service,Repair
ENG01851,Direct Labour,Pass,Beginner,Multi Skill,Repair,Service
ENG01852,Contractor,Merit,Beginner,Single Skill,Repair,None
ENG01853,Direct Labour,Distinction,Beginner,Single Skill,Repair,Installation
ENG01854,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Service
ENG01855,Contractor,Pass,Expert,Multi Skill,Installation,Repair
ENG01856,Contractor,Distinction,Intermediate,Single Skill,Repair,Repair
ENG01857,Contractor,Pass,Intermediate,Single Skill,Installation,None
ENG01858,Contractor,Pass,Intermediate,Single Skill,Installation,Installation
ENG01859,Direct Labour,Distinction,Beginner,Single Skill,Installation,Repair
ENG01860,Contractor,Pass,Intermediate,Multi Skill,Repair,None
ENG01861,Direct Labour,Distinction,Expert,Multi Skill,Service,Service
ENG01862,Direct Labour,Merit,Beginner,Multi Skill,Installation,None
ENG01863,Contractor,Distinction,Intermediate,Multi Skill,Installation,Service
ENG01864,Contractor,Pass,Beginner,Single Skill,Installation,None
ENG01865,Direct Labour,Merit,Intermediate,Multi Skill,Repair,Repair
ENG01866,Contractor,Merit,Expert,Single Skill,Installation,Installation
ENG01867,Direct Labour,Distinction,Intermediate,Multi Skill,Service,None
ENG01868,Direct Labour,Merit,Expert,Multi Skill,Repair,Service
ENG01869,Contractor,Pass,Expert,Multi Skill,Repair,Installation
ENG01870,Contractor,Distinction,Expert,Single Skill,Service,Installation
ENG01871,Contractor,Merit,Expert,Single Skill,Installation,None
ENG01872,Contractor,Distinction,Intermediate,Single Skill,Service,None
ENG01873,Direct Labour,Distinction,Expert,Multi Skill,Installation,None
ENG01874,Direct Labour,Merit,Expert,Single Skill,Installation,None
ENG01875,Contractor,Pass,Expert,Single Skill,Service,None
ENG01876,Direct Labour,Pass,Intermediate,Single Skill,Service,None
ENG01877,Direct Labour,Merit,Expert,Single Skill,Repair,Installation
ENG01878,Direct Labour,Distinction,Intermediate,Multi Skill,Service,Repair
ENG01879,Direct Labour,Merit,Intermediate,Single Skill,Repair,Service
ENG01880,Direct Labour,Pass,Intermediate,Single Skill,Service,Service
ENG01881,Contractor,Merit,Beginner,Single Skill,Repair,Installation
ENG01882,Contractor,Merit,Intermediate,Single Skill,Installation,None
ENG01883,Contractor,Distinction,Beginner,Single Skill,Service,Installation
ENG01884,Direct Labour,Distinction,Intermediate,Single Skill,Service,None
ENG01885,Direct Labour,Distinction,Expert,Single Skill,Repair,Service
ENG01886,Direct Labour,Pass,Beginner,Single Skill,Service,Installation
ENG01887,Contractor,Merit,Intermediate,Single Skill,Service,Repair
ENG01888,Direct Labour,Merit,Beginner,Multi Skill,Installation,Service
ENG01889,Direct Labour,Merit,Expert,Multi Skill,Repair,None
ENG01890,Direct Labour,Distinction,Beginner,Multi Skill,Installation,Installation
ENG01891,Contractor,Distinction,Expert,Multi Skill,Repair,None
ENG01892,Contractor,Distinction,Intermediate,Multi Skill,Installation,Repair
ENG01893,Contractor,Pass,Beginner,Single Skill,Repair,Service
ENG01894,Direct Labour,Merit,Beginner,Single Skill,Installation,Repair
ENG01895,Direct Labour,Merit,Intermediate,Single Skill,Repair,Installation
ENG01896,Contractor,Distinction,Expert,Single Skill,Service,None
ENG01897,Contractor,Distinction,Beginner,Single Skill,Repair,Repair
ENG01898,Contractor,Merit,Beginner,Single Skill,Installation,Service
ENG01899,Contractor,Pass,Beginner,Single Skill,Service,None
ENG01900,Direct Labour,Merit,Expert,Single Skill,Service,None
ENG01901,Contractor,Merit,Beginner,Single Skill,Service,None
ENG01902,Contractor,Merit,Beginner,Multi Skill,Installation,Installation
ENG01903,Direct Labour,Merit,Expert,Multi Skill,Service,Service
ENG01904,Direct Labour,Merit,Beginner,Single Skill,Service,Installation
ENG01905,Contractor,Distinction,Beginner,Single Skill,Installation,Repair
ENG01906,Contractor,Pass,Beginner,Multi Skill,Repair,Repair
ENG01907,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Repair
ENG01908,Contractor,Distinction,Expert,Single Skill,Service,None
ENG01909,Contractor,Pass,Expert,Single Skill,Repair,Repair
ENG01910,Direct Labour,Pass,Beginner,Single Skill,Service,Repair
ENG01911,Direct Labour,Pass,Expert,Single Skill,Service,Service
ENG01912,Contractor,Distinction,Intermediate,Single Skill,Repair,Installation
ENG01913,Direct Labour,Pass,Expert,Single Skill,Installation,Repair
ENG01914,Contractor,Merit,Intermediate,Multi Skill,Repair,Installation
ENG01915,Direct Labour,Pass,Beginner,Multi Skill,Installation,Service
ENG01916,Contractor,Merit,Intermediate,Single Skill,Installation,Service
ENG01917,Direct Labour,Distinction,Expert,Multi Skill,Service,Service
ENG01918,Direct Labour,Merit,Intermediate,Multi Skill,Repair,None
ENG01919,Direct Labour,Merit,Beginner,Multi Skill,Installation,Service
ENG01920,Direct Labour,Merit,Beginner,Single Skill,Installation,None
ENG01921,Direct Labour,Distinction,Beginner,Multi Skill,Installation,None
ENG01922,Direct Labour,Pass,Beginner,Single Skill,Service,Installation
ENG01923,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Service
ENG01924,Direct Labour,Distinction,Intermediate,Single Skill,Service,Repair
ENG01925,Contractor,Merit,Expert,Multi Skill,Installation,Installation
ENG01926,Direct Labour,Pass,Intermediate,Multi Skill,Service,Installation
ENG01927,Contractor,Merit,Expert,Multi Skill,Installation,Service
ENG01928,Direct Labour,Merit,Intermediate,Single Skill,Repair,None
ENG01929,Contractor,Merit,Intermediate,Multi Skill,Installation,Installation
ENG01930,Contractor,Pass,Beginner,Multi Skill,Installation,None
ENG01931,Direct Labour,Distinction,Expert,Single Skill,Installation,None
ENG01932,Contractor,Merit,Beginner,Multi Skill,Installation,None
ENG01933,Direct Labour,Distinction,Expert,Multi Skill,Repair,None
ENG01934,Direct Labour,Pass,Intermediate,Single Skill,Installation,Service
ENG01935,Contractor,Merit,Intermediate,Single Skill,Installation,None
ENG01936,Direct Labour,Merit,Intermediate,Multi Skill,Service,Repair
ENG01937,Contractor,Distinction,Expert,Single Skill,Installation,None
ENG01938,Direct Labour,Distinction,Intermediate,Single Skill,Installation,Service
ENG01939,Contractor,Merit,Expert,Single Skill,Service,Repair
ENG01940,Contractor,Merit,Intermediate,Single Skill,Installation,None
ENG01941,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Repair
ENG01942,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Repair
ENG01943,Contractor,Pass,Intermediate,Single Skill,Repair,Service
ENG01944,Direct Labour,Merit,Expert,Multi Skill,Repair,Installation
ENG01945,Direct Labour,Distinction,Expert,Multi Skill,Service,Service
ENG01946,Contractor,Pass,Expert,Multi Skill,Service,Installation
ENG01947,Contractor,Pass,Beginner,Multi Skill,Service,Service
ENG01948,Contractor,Distinction,Expert,Multi Skill,Installation,Installation
ENG01949,Direct Labour,Distinction,Expert,Single Skill,Service,Service
ENG01950,Direct Labour,Merit,Beginner,Single Skill,Service,None
ENG01951,Contractor,Pass,Intermediate,Single Skill,Installation,Repair
ENG01952,Direct Labour,Merit,Expert,Single Skill,Installation,Service
ENG01953,Direct Labour,Merit,Beginner,Multi Skill,Installation,None
ENG01954,Direct Labour,Merit,Expert,Single Skill,Installation,Service
ENG01955,Contractor,Merit,Intermediate,Single Skill,Service,None
ENG01956,Direct Labour,Pass,Intermediate,Single Skill,Service,Installation
ENG01957,Contractor,Merit,Expert,Multi Skill,Repair,Service
ENG01958,Contractor,Distinction,Expert,Multi Skill,Repair,Service
ENG01959,Direct Labour,Distinction,Expert,Multi Skill,Service,Service
ENG01960,Contractor,Distinction,Beginner,Multi Skill,Service,Service
ENG01961,Contractor,Distinction,Beginner,Single Skill,Service,Installation
ENG01962,Contractor,Pass,Intermediate,Single Skill,Repair,Installation
ENG01963,Direct Labour,Distinction,Beginner,Multi Skill,Service,Repair
ENG01964,Direct Labour,Pass,Expert,Single Skill,Service,Installation
ENG01965,Direct Labour,Pass,Beginner,Multi Skill,Repair,Service
ENG01966,Contractor,Pass,Expert,Single Skill,Installation,Repair
ENG01967,Contractor,Distinction,Beginner,Single Skill,Service,Installation
ENG01968,Contractor,Merit,Beginner,Multi Skill,Service,Installation
ENG01969,Direct Labour,Distinction,Expert,Single Skill,Installation,None
ENG01970,Direct Labour,Pass,Expert,Multi Skill,Installation,Service
ENG01971,Contractor,Pass,Expert,Single Skill,Installation,Repair
ENG01972,Contractor,Distinction,Intermediate,Single Skill,Service,None
ENG01973,Direct Labour,Pass,Beginner,Single Skill,Service,Repair
ENG01974,Direct Labour,Merit,Intermediate,Single Skill,Repair,Service
ENG01975,Contractor,Pass,Intermediate,Single Skill,Repair,Installation
ENG01976,Direct Labour,Pass,Expert,Single Skill,Service,Repair
ENG01977,Contractor,Pass,Beginner,Single Skill,Service,Installation
ENG01978,Contractor,Merit,Expert,Single Skill,Service,Repair
ENG01979,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,Installation
ENG01980,Contractor,Distinction,Intermediate,Multi Skill,Repair,Installation
ENG01981,Direct Labour,Distinction,Intermediate,Single Skill,Installation,Service
ENG01982,Contractor,Distinction,Intermediate,Multi Skill,Installation,Repair
ENG01983,Contractor,Merit,Beginner,Multi Skill,Installation,Repair
ENG01984,Contractor,Merit,Beginner,Single Skill,Service,Service
ENG01985,Direct Labour,Merit,Beginner,Multi Skill,Service,Service
ENG01986,Contractor,Pass,Beginner,Single Skill,Installation,Repair
ENG01987,Direct Labour,Merit,Beginner,Multi Skill,Installation,Service
ENG01988,Contractor,Distinction,Intermediate,Multi Skill,Installation,None
ENG01989,Contractor,Distinction,Intermediate,Single Skill,Repair,Repair
ENG01990,Contractor,Distinction,Intermediate,Multi Skill,Installation,Service
ENG01991,Contractor,Distinction,Intermediate,Single Skill,Installation,Installation
ENG01992,Direct Labour,Distinction,Beginner,Single Skill,Repair,Repair
ENG01993,Direct Labour,Pass,Intermediate,Single Skill,Installation,Installation
ENG01994,Contractor,Merit,Expert,Single Skill,Installation,Repair
ENG01995,Contractor,Distinction,Intermediate,Multi Skill,Repair,Service
ENG01996,Contractor,Merit,Expert,Single Skill,Repair,Installation
ENG01997,Direct Labour,Distinction,Intermediate,Single Skill,Installation,None
ENG01998,Direct Labour,Pass,Expert,Multi Skill,Repair,Service
ENG01999,Contractor,Distinction,Beginner,Multi Skill,Installation,Service
ENG02000,Contractor,Pass,Intermediate,Single Skill,Repair,Repair
ENG02001,Contractor,Merit,Intermediate,Multi Skill,Service,Service
ENG02002,Direct Labour,Pass,Intermediate,Multi Skill,Service,None
ENG02003,Direct Labour,Merit,Beginner,Single Skill,Repair,None
ENG02004,Contractor,Merit,Beginner,Multi Skill,Service,Service
ENG02005,Contractor,Pass,Beginner,Single Skill,Installation,Repair
ENG02006,Contractor,Distinction,Beginner,Multi Skill,Repair,Installation
ENG02007,Contractor,Pass,Beginner,Multi Skill,Repair,Repair
ENG02008,Direct Labour,Pass,Beginner,Single Skill,Service,Repair
ENG02009,Contractor,Pass,Intermediate,Single Skill,Service,None
ENG02010,Contractor,Distinction,Beginner,Multi Skill,Installation,Repair
ENG02011,Contractor,Merit,Intermediate,Multi Skill,Installation,Repair
ENG02012,Direct Labour,Distinction,Intermediate,Single Skill,Repair,None
ENG02013,Contractor,Distinction,Expert,Single Skill,Installation,Repair
ENG02014,Contractor,Distinction,Expert,Single Skill,Service,None
ENG02015,Direct Labour,Pass,Intermediate,Multi Skill,Service,Service
ENG02016,Contractor,Merit,Expert,Multi Skill,Installation,Repair
ENG02017,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Service
ENG02018,Contractor,Pass,Beginner,Multi Skill,Service,Service
ENG02019,Direct Labour,Pass,Beginner,Single Skill,Repair,Repair
ENG02020,Contractor,Pass,Expert,Single Skill,Repair,None
ENG02021,Contractor,Distinction,Beginner,Single Skill,Service,None
ENG02022,Contractor,Distinction,Beginner,Single Skill,Repair,Installation
ENG02023,Contractor,Distinction,Expert,Single Skill,Service,Installation
ENG02024,Contractor,Pass,Expert,Single Skill,Service,Installation
ENG02025,Contractor,Pass,Intermediate,Single Skill,Service,None
ENG02026,Contractor,Merit,Beginner,Multi Skill,Service,Repair
ENG02027,Contractor,Distinction,Beginner,Multi Skill,Service,Repair
ENG02028,Direct Labour,Distinction,Beginner,Multi Skill,Repair,None
ENG02029,Direct Labour,Merit,Beginner,Single Skill,Installation,Installation
ENG02030,Direct Labour,Pass,Beginner,Single Skill,Service,Installation
ENG02031,Direct Labour,Distinction,Expert,Multi Skill,Service,Installation
ENG02032,Direct Labour,Distinction,Beginner,Single Skill,Installation,None
ENG02033,Direct Labour,Distinction,Intermediate,Multi Skill,Service,None
ENG02034,Contractor,Distinction,Intermediate,Multi Skill,Repair,Repair
ENG02035,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Installation
ENG02036,Direct Labour,Merit,Intermediate,Single Skill,Repair,Service
ENG02037,Direct Labour,Pass,Expert,Single Skill,Installation,None
ENG02038,Contractor,Pass,Intermediate,Single Skill,Service,None
ENG02039,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Installation
ENG02040,Direct Labour,Distinction,Expert,Single Skill,Repair,Service
ENG02041,Contractor,Merit,Intermediate,Multi Skill,Installation,Service
ENG02042,Contractor,Merit,Beginner,Multi Skill,Installation,Installation
ENG02043,Contractor,Merit,Beginner,Multi Skill,Service,Service
ENG02044,Direct Labour,Pass,Beginner,Multi Skill,Repair,Repair
ENG02045,Contractor,Pass,Expert,Single Skill,Installation,None
ENG02046,Direct Labour,Pass,Beginner,Multi Skill,Service,Installation
ENG02047,Direct Labour,Merit,Intermediate,Multi Skill,Service,None
ENG02048,Contractor,Distinction,Expert,Single Skill,Service,Installation
ENG02049,Contractor,Distinction,Expert,Multi Skill,Repair,Service
ENG02050,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Repair
ENG02051,Contractor,Pass,Intermediate,Multi Skill,Installation,Service
ENG02052,Direct Labour,Pass,Intermediate,Multi Skill,Service,Repair
ENG02053,Direct Labour,Merit,Beginner,Multi Skill,Service,None
ENG02054,Contractor,Distinction,Expert,Multi Skill,Installation,Service
ENG02055,Contractor,Merit,Beginner,Multi Skill,Service,Service
ENG02056,Contractor,Merit,Intermediate,Single Skill,Installation,Service
ENG02057,Contractor,Distinction,Intermediate,Single Skill,Service,Installation
ENG02058,Direct Labour,Pass,Beginner,Multi Skill,Service,Service
ENG02059,Direct Labour,Distinction,Intermediate,Single Skill,Installation,Service
ENG02060,Direct Labour,Pass,Intermediate,Single Skill,Repair,Installation
ENG02061,Contractor,Pass,Beginner,Multi Skill,Repair,Service
ENG02062,Direct Labour,Merit,Expert,Single Skill,Repair,Installation
ENG02063,Contractor,Distinction,Intermediate,Single Skill,Installation,None
ENG02064,Contractor,Distinction,Intermediate,Single Skill,Installation,Repair
ENG02065,Direct Labour,Merit,Expert,Multi Skill,Service,Installation
ENG02066,Contractor,Distinction,Expert,Single Skill,Repair,Service
ENG02067,Contractor,Merit,Intermediate,Single Skill,Service,Repair
ENG02068,Contractor,Distinction,Beginner,Single Skill,Installation,Service
ENG02069,Contractor,Distinction,Beginner,Single Skill,Repair,None
ENG02070,Direct Labour,Merit,Intermediate,Single Skill,Installation,Repair
ENG02071,Direct Labour,Distinction,Intermediate,Single Skill,Repair,None
ENG02072,Contractor,Pass,Expert,Single Skill,Installation,None
ENG02073,Contractor,Merit,Expert,Multi Skill,Installation,Service
ENG02074,Contractor,Pass,Expert,Multi Skill,Repair,None
ENG02075,Direct Labour,Pass,Intermediate,Single Skill,Repair,Service
ENG02076,Direct Labour,Pass,Beginner,Single Skill,Repair,Service
ENG02077,Contractor,Distinction,Expert,Multi Skill,Installation,Repair
ENG02078,Direct Labour,Pass,Beginner,Single Skill,Service,Service
ENG02079,Contractor,Pass,Intermediate,Multi Skill,Service,Service
ENG02080,Contractor,Distinction,Intermediate,Multi Skill,Repair,Installation
ENG02081,Direct Labour,Distinction,Beginner,Single Skill,Repair,Repair
ENG02082,Contractor,Distinction,Expert,Multi Skill,Service,None
ENG02083,Direct Labour,Merit,Intermediate,Single Skill,Installation,Repair
ENG02084,Direct Labour,Pass,Beginner,Single Skill,Service,Repair
ENG02085,Direct Labour,Merit,Intermediate,Multi Skill,Service,None
ENG02086,Direct Labour,Distinction,Beginner,Single Skill,Repair,Repair
ENG02087,Contractor,Pass,Beginner,Single Skill,Installation,Service
ENG02088,Direct Labour,Merit,Expert,Single Skill,Repair,Repair
ENG02089,Contractor,Merit,Expert,Multi Skill,Service,Service
ENG02090,Contractor,Pass,Expert,Multi Skill,Service,None
ENG02091,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Installation
ENG02092,Direct Labour,Merit,Beginner,Single Skill,Installation,Repair
ENG02093,Direct Labour,Distinction,Expert,Multi Skill,Repair,Repair
ENG02094,Direct Labour,Pass,Expert,Single Skill,Installation,Installation
ENG02095,Contractor,Pass,Intermediate,Multi Skill,Installation,Repair
ENG02096,Contractor,Merit,Intermediate,Multi Skill,Repair,Repair
ENG02097,Direct Labour,Distinction,Beginner,Single Skill,Service,Repair
ENG02098,Direct Labour,Pass,Intermediate,Multi Skill,Installation,None
ENG02099,Direct Labour,Distinction,Expert,Multi Skill,Installation,Service
ENG02100,Direct Labour,Merit,Beginner,Multi Skill,Repair,None
ENG02101,Direct Labour,Distinction,Expert,Multi Skill,Service,Repair
ENG02102,Contractor,Merit,Intermediate,Multi Skill,Repair,Installation
ENG02103,Direct Labour,Distinction,Expert,Multi Skill,Repair,Service
ENG02104,Direct Labour,Pass,Beginner,Single Skill,Service,Service
ENG02105,Direct Labour,Merit,Intermediate,Single Skill,Installation,None
ENG02106,Direct Labour,Pass,Beginner,Multi Skill,Service,Repair
ENG02107,Direct Labour,Merit,Beginner,Single Skill,Service,Installation
ENG02108,Direct Labour,Pass,Beginner,Single Skill,Service,Repair
ENG02109,Direct Labour,Pass,Expert,Single Skill,Repair,Repair
ENG02110,Direct Labour,Distinction,Intermediate,Single Skill,Installation,Installation
ENG02111,Contractor,Distinction,Intermediate,Single Skill,Repair,None
ENG02112,Direct Labour,Pass,Expert,Single Skill,Installation,Installation
ENG02113,Direct Labour,Distinction,Intermediate,Multi Skill,Service,Installation
ENG02114,Direct Labour,Merit,Beginner,Single Skill,Installation,None
ENG02115,Contractor,Distinction,Intermediate,Single Skill,Installation,Installation
ENG02116,Direct Labour,Distinction,Beginner,Single Skill,Installation,Service
ENG02117,Contractor,Distinction,Expert,Single Skill,Installation,Service
ENG02118,Contractor,Distinction,Intermediate,Single Skill,Service,Service
ENG02119,Direct Labour,Merit,Expert,Multi Skill,Repair,Repair
ENG02120,Contractor,Pass,Expert,Single Skill,Installation,Installation
ENG02121,Direct Labour,Merit,Intermediate,Single Skill,Repair,Installation
ENG02122,Contractor,Pass,Intermediate,Single Skill,Service,None
ENG02123,Contractor,Distinction,Beginner,Multi Skill,Service,Service
ENG02124,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Service
ENG02125,Direct Labour,Pass,Beginner,Multi Skill,Repair,Repair
ENG02126,Contractor,Pass,Intermediate,Multi Skill,Installation,Installation
ENG02127,Contractor,Merit,Beginner,Multi Skill,Installation,Repair
ENG02128,Direct Labour,Pass,Expert,Multi Skill,Service,None
ENG02129,Contractor,Pass,Expert,Multi Skill,Installation,Repair
ENG02130,Contractor,Merit,Expert,Multi Skill,Repair,Service
ENG02131,Contractor,Pass,Expert,Multi Skill,Installation,None
ENG02132,Direct Labour,Distinction,Expert,Multi Skill,Installation,Service
ENG02133,Contractor,Pass,Intermediate,Multi Skill,Installation,Repair
ENG02134,Direct Labour,Merit,Expert,Single Skill,Repair,Installation
ENG02135,Contractor,Distinction,Expert,Single Skill,Service,Installation
ENG02136,Direct Labour,Merit,Beginner,Multi Skill,Installation,None
ENG02137,Direct Labour,Merit,Beginner,Multi Skill,Service,Repair
ENG02138,Contractor,Distinction,Intermediate,Multi Skill,Repair,Repair
ENG02139,Contractor,Merit,Beginner,Single Skill,Installation,Repair
ENG02140,Direct Labour,Pass,Expert,Single Skill,Installation,Service
ENG02141,Direct Labour,Pass,Beginner,Single Skill,Installation,Service
ENG02142,Direct Labour,Pass,Beginner,Single Skill,Repair,Repair
ENG02143,Contractor,Merit,Beginner,Single Skill,Repair,Service
ENG02144,Contractor,Distinction,Expert,Single Skill,Repair,Repair
ENG02145,Contractor,Distinction,Beginner,Multi Skill,Repair,Service
ENG02146,Contractor,Pass,Intermediate,Single Skill,Installation,Installation
ENG02147,Contractor,Distinction,Expert,Multi Skill,Repair,Service
ENG02148,Direct Labour,Merit,Expert,Multi Skill,Service,Service
ENG02149,Contractor,Merit,Expert,Single Skill,Installation,Repair
ENG02150,Contractor,Pass,Beginner,Multi Skill,Installation,None
ENG02151,Contractor,Pass,Intermediate,Multi Skill,Installation,Repair
ENG02152,Contractor,Distinction,Intermediate,Multi Skill,Repair,Installation
ENG02153,Direct Labour,Pass,Intermediate,Single Skill,Installation,Repair
ENG02154,Contractor,Distinction,Beginner,Single Skill,Repair,Repair
ENG02155,Direct Labour,Merit,Beginner,Single Skill,Installation,Service
ENG02156,Contractor,Distinction,Expert,Single Skill,Installation,Installation
ENG02157,Contractor,Distinction,Expert,Single Skill,Installation,Repair
ENG02158,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Installation
ENG02159,Contractor,Pass,Expert,Multi Skill,Repair,Repair
ENG02160,Contractor,Pass,Expert,Single Skill,Repair,Repair
ENG02161,Direct Labour,Distinction,Expert,Single Skill,Repair,Installation
ENG02162,Contractor,Pass,Beginner,Single Skill,Service,None
ENG02163,Contractor,Merit,Intermediate,Single Skill,Installation,Repair
ENG02164,Contractor,Merit,Expert,Multi Skill,Repair,None
ENG02165,Direct Labour,Merit,Expert,Single Skill,Service,None
ENG02166,Contractor,Distinction,Expert,Single Skill,Repair,Installation
ENG02167,Contractor,Pass,Beginner,Multi Skill,Repair,Service
ENG02168,Direct Labour,Pass,Expert,Multi Skill,Service,None
ENG02169,Contractor,Distinction,Beginner,Single Skill,Repair,Installation
ENG02170,Contractor,Pass,Expert,Multi Skill,Service,Service
ENG02171,Direct Labour,Merit,Expert,Single Skill,Repair,Repair
ENG02172,Direct Labour,Merit,Beginner,Multi Skill,Installation,Service
ENG02173,Direct Labour,Merit,Intermediate,Multi Skill,Service,None
ENG02174,Direct Labour,Merit,Beginner,Single Skill,Installation,Installation
ENG02175,Contractor,Pass,Expert,Multi Skill,Service,None
ENG02176,Contractor,Distinction,Intermediate,Single Skill,Service,Repair
ENG02177,Direct Labour,Pass,Expert,Single Skill,Service,Repair
ENG02178,Direct Labour,Merit,Beginner,Single Skill,Service,None
ENG02179,Contractor,Pass,Expert,Multi Skill,Service,None
ENG02180,Direct Labour,Distinction,Expert,Multi Skill,Installation,None
ENG02181,Direct Labour,Pass,Intermediate,Multi Skill,Service,Installation
ENG02182,Direct Labour,Pass,Expert,Single Skill,Repair,None
ENG02183,Direct Labour,Merit,Beginner,Single Skill,Installation,Installation
ENG02184,Contractor,Distinction,Intermediate,Single Skill,Installation,None
ENG02185,Direct Labour,Distinction,Beginner,Single Skill,Installation,Service
ENG02186,Direct Labour,Merit,Beginner,Single Skill,Installation,Service
ENG02187,Contractor,Pass,Expert,Multi Skill,Repair,Installation
ENG02188,Direct Labour,Distinction,Expert,Single Skill,Installation,None
ENG02189,Contractor,Pass,Beginner,Multi Skill,Installation,Service
ENG02190,Direct Labour,Merit,Beginner,Single Skill,Installation,None
ENG02191,Direct Labour,Merit,Beginner,Single Skill,Service,None
ENG02192,Contractor,Distinction,Expert,Single Skill,Service,Installation
ENG02193,Direct Labour,Merit,Expert,Single Skill,Installation,None
ENG02194,Direct Labour,Distinction,Expert,Single Skill,Repair,Installation
ENG02195,Contractor,Merit,Intermediate,Single Skill,Installation,Installation
ENG02196,Direct Labour,Pass,Intermediate,Multi Skill,Service,Repair
ENG02197,Contractor,Distinction,Expert,Single Skill,Service,Repair
ENG02198,Contractor,Pass,Beginner,Single Skill,Service,Repair
ENG02199,Direct Labour,Pass,Intermediate,Single Skill,Installation,Repair
ENG02200,Direct Labour,Distinction,Beginner,Multi Skill,Installation,Service
ENG02201,Direct Labour,Pass,Expert,Multi Skill,Repair,None
ENG02202,Direct Labour,Merit,Expert,Single Skill,Repair,Service
ENG02203,Contractor,Merit,Intermediate,Multi Skill,Installation,Installation
ENG02204,Direct Labour,Merit,Beginner,Single Skill,Repair,Service
ENG02205,Contractor,Distinction,Expert,Single Skill,Service,None
ENG02206,Direct Labour,Distinction,Expert,Single Skill,Service,None
ENG02207,Direct Labour,Merit,Intermediate,Multi Skill,Installation,None
ENG02208,Contractor,Distinction,Expert,Single Skill,Installation,Service
ENG02209,Contractor,Distinction,Expert,Multi Skill,Repair,Service
ENG02210,Contractor,Distinction,Expert,Single Skill,Service,Service
ENG02211,Contractor,Distinction,Expert,Single Skill,Repair,Repair
ENG02212,Contractor,Distinction,Intermediate,Multi Skill,Repair,None
ENG02213,Direct Labour,Merit,Intermediate,Multi Skill,Installation,None
ENG02214,Contractor,Distinction,Intermediate,Multi Skill,Service,Repair
ENG02215,Contractor,Merit,Beginner,Single Skill,Service,Installation
ENG02216,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Service
ENG02217,Direct Labour,Merit,Expert,Multi Skill,Installation,Repair
ENG02218,Contractor,Merit,Expert,Multi Skill,Service,Installation
ENG02219,Contractor,Distinction,Beginner,Single Skill,Installation,Installation
ENG02220,Direct Labour,Pass,Intermediate,Single Skill,Repair,Installation
ENG02221,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Installation
ENG02222,Contractor,Pass,Expert,Single Skill,Service,Service
ENG02223,Contractor,Distinction,Beginner,Multi Skill,Installation,Repair
ENG02224,Contractor,Merit,Beginner,Single Skill,Installation,Installation
ENG02225,Contractor,Pass,Beginner,Multi Skill,Installation,None
ENG02226,Contractor,Pass,Intermediate,Single Skill,Installation,None
ENG02227,Contractor,Distinction,Beginner,Multi Skill,Repair,Installation
ENG02228,Direct Labour,Merit,Intermediate,Single Skill,Service,Repair
ENG02229,Contractor,Merit,Expert,Single Skill,Repair,Service
ENG02230,Contractor,Distinction,Intermediate,Single Skill,Repair,None
ENG02231,Contractor,Merit,Expert,Single Skill,Installation,None
ENG02232,Contractor,Merit,Beginner,Multi Skill,Installation,Installation
ENG02233,Direct Labour,Pass,Expert,Single Skill,Installation,Repair
ENG02234,Contractor,Merit,Beginner,Multi Skill,Repair,None
ENG02235,Contractor,Distinction,Beginner,Single Skill,Service,Repair
ENG02236,Contractor,Distinction,Beginner,Multi Skill,Installation,Service
ENG02237,Direct Labour,Merit,Intermediate,Multi Skill,Installation,Service
ENG02238,Direct Labour,Distinction,Expert,Single Skill,Service,Installation
ENG02239,Contractor,Pass,Beginner,Multi Skill,Installation,Installation
ENG02240,Contractor,Merit,Beginner,Multi Skill,Service,Installation
ENG02241,Contractor,Distinction,Beginner,Single Skill,Repair,Service
ENG02242,Direct Labour,Pass,Expert,Multi Skill,Repair,Service
ENG02243,Direct Labour,Pass,Beginner,Multi Skill,Repair,Service
ENG02244,Contractor,Merit,Intermediate,Multi Skill,Service,Service
ENG02245,Direct Labour,Distinction,Beginner,Multi Skill,Installation,None
ENG02246,Contractor,Distinction,Expert,Single Skill,Installation,None
ENG02247,Direct Labour,Merit,Intermediate,Multi Skill,Installation,Installation
ENG02248,Contractor,Pass,Expert,Single Skill,Service,None
ENG02249,Direct Labour,Merit,Expert,Single Skill,Installation,Installation
