pincode,customer_id,epc_rating,current_energy_efficiency,potential_energy_efficiency
PC5934,CUST00247066,G,85,99
PC8082,CUST00250950,C,26,52
PC4913,CUST00190090,A,20,68
PC2031,CUST00258371,A,12,52
PC1347,CUST00259164,C,27,74
PC4623,CUST00052236,A,67,67
PC6710,CUST00152742,C,25,96
PC7206,CUST00023436,F,85,93
PC6992,CUST00027355,B,16,72
PC6710,CUST00117504,E,8,91
PC3603,CUST00224581,E,11,90
PC1377,CUST00047897,E,17,90
PC5386,CUST00188867,E,14,77
PC5167,CUST00089890,B,81,87
PC2535,CUST00114353,G,41,61
PC1833,CUST00185471,C,65,85
PC6941,CUST00070577,B,28,98
PC6943,CUST00112158,A,45,76
PC1711,CUST00158135,F,62,93
PC9270,CUST00061122,A,8,67
PC7838,CUST00208139,B,9,55
PC9986,CUST00083172,E,63,89
PC8606,CUST00205928,G,69,70
PC3540,CUST00019114,C,14,96
PC2337,CUST00216636,C,59,78
PC9146,CUST00200434,D,8,93
PC1513,CUST00262077,D,24,61
PC4243,CUST00038656,C,57,77
PC3343,CUST00094492,C,37,84
PC4507,CUST00221529,A,62,58
PC8379,CUST00213640,D,31,54
PC5641,CUST00235710,A,20,76
PC3734,CUST00193037,A,3,93
PC8140,CUST00065946,F,61,57
PC8470,CUST00132003,F,83,60
PC1727,CUST00035458,B,72,83
PC3655,CUST00254103,E,58,62
PC2396,CUST00011404,A,81,65
PC1817,CUST00199631,G,67,55
PC8225,CUST00152494,C,8,90
PC7726,CUST00146337,A,66,87
PC8595,CUST00042765,F,72,85
PC9948,CUST00144860,F,81,60
PC1161,CUST00028116,C,28,80
PC9931,CUST00180217,E,47,77
PC7969,CUST00057193,C,74,89
PC6405,CUST00015803,G,88,52
PC6605,CUST00014312,C,72,96
PC3291,CUST00036239,G,95,56
PC4623,CUST00116668,E,97,79
PC9363,CUST00259679,A,76,52
PC4974,CUST00025609,G,15,65
PC9321,CUST00076330,F,4,58
PC4752,CUST00178770,C,69,55
PC3647,CUST00180136,D,9,86
PC7297,CUST00002195,A,26,87
PC1791,CUST00024882,D,97,93
PC2778,CUST00173396,F,11,51
PC7572,CUST00253800,C,23,77
PC2993,CUST00016387,D,77,56
PC7608,CUST00016493,A,55,84
PC1844,CUST00124132,B,18,63
PC6271,CUST00228319,G,7,50
PC1115,CUST00082027,G,81,60
PC5616,CUST00123764,E,5,53
PC9944,CUST00123372,A,51,96
PC7020,CUST00052058,D,88,90
PC4433,CUST00099661,D,3,71
PC5039,CUST00024433,D,24,98
PC3270,CUST00268524,G,78,53
PC9523,CUST00087490,G,31,72
PC9789,CUST00192383,A,20,89
PC1931,CUST00070363,B,10,83
PC5806,CUST00207112,G,71,57
PC9172,CUST00041974,F,3,85
PC9268,CUST00161814,D,22,88
PC1373,CUST00166965,D,21,72
PC1471,CUST00225061,B,5,62
PC1583,CUST00000414,G,63,59
PC5814,CUST00134346,A,40,67
PC6535,CUST00006591,G,2,57
PC8130,CUST00179823,E,74,63
PC4694,CUST00228471,B,56,84
PC8338,CUST00241651,B,60,51
PC1093,CUST00090790,C,80,53
PC3011,CUST00218155,D,39,62
PC3027,CUST00061516,G,23,54
PC7722,CUST00200603,A,50,69
PC4755,CUST00108018,A,64,65
PC2131,CUST00229168,F,6,66
PC4020,CUST00258143,B,74,79
PC5798,CUST00139957,E,23,77
PC9728,CUST00117666,A,95,71
PC5652,CUST00189170,A,25,76
PC7474,CUST00067966,A,1,76
PC2559,CUST00188173,A,96,59
PC6010,CUST00267740,C,85,62
PC8396,CUST00156725,B,73,91
PC9295,CUST00047385,B,33,99
PC1999,CUST00010216,G,68,64
PC2229,CUST00184327,D,38,73
PC2198,CUST00087805,G,43,73
PC1850,CUST00170351,G,29,75
PC2648,CUST00261501,C,82,61
PC9898,CUST00263733,E,33,87
PC5489,CUST00148134,B,84,89
PC3047,CUST00139220,E,31,85
PC1892,CUST00229615,F,16,83
PC5670,CUST00030231,C,56,76
PC3195,CUST00183001,B,18,62
PC4967,CUST00131663,D,54,59
PC1649,CUST00038820,F,74,75
PC4274,CUST00211183,C,24,77
PC4680,CUST00233765,A,50,50
PC8814,CUST00116274,F,50,62
PC1332,CUST00258805,B,60,86
PC7392,CUST00203353,B,2,64
PC2363,CUST00018043,G,25,82
PC6346,CUST00165599,A,53,98
PC7092,CUST00217674,A,65,82
PC1275,CUST00113982,G,72,51
PC1643,CUST00247559,B,7,81
PC2645,CUST00145018,C,5,51
PC3060,CUST00199027,F,32,83
PC8233,CUST00135164,B,3,69
PC9291,CUST00158916,B,51,72
PC3582,CUST00023446,D,71,95
PC9419,CUST00262364,E,96,60
PC2200,CUST00241482,A,48,68
PC9983,CUST00226167,E,47,52
PC9963,CUST00204566,F,81,76
PC3472,CUST00159752,F,33,90
PC2208,CUST00098413,C,18,61
PC2913,CUST00227181,E,74,97
PC5746,CUST00137738,E,65,95
PC1455,CUST00075346,A,77,68
PC9852,CUST00035299,G,22,90
PC1921,CUST00262877,E,64,58
PC8011,CUST00158751,G,54,68
PC2395,CUST00261737,E,77,70
PC7864,CUST00012796,G,2,83
PC1393,CUST00184740,E,12,76
PC6610,CUST00223838,C,77,92
PC4995,CUST00096175,B,91,83
PC9820,CUST00264310,C,46,84
PC2793,CUST00111090,B,40,59
PC8543,CUST00080185,A,30,93
PC5817,CUST00019553,A,53,52
PC5160,CUST00115778,C,17,74
PC2122,CUST00148635,B,54,59
PC7044,CUST00023331,F,90,89
PC5202,CUST00008644,D,81,68
PC9682,CUST00110064,E,80,90
PC8922,CUST00255829,G,96,67
PC8094,CUST00105105,A,74,80
PC4222,CUST00029989,B,41,74
PC8481,CUST00156357,F,78,59
PC9470,CUST00230766,E,75,67
PC7727,CUST00160589,F,34,67
PC2365,CUST00110364,A,23,71
PC6675,CUST00247870,C,90,78
PC7315,CUST00013711,G,17,57
PC7515,CUST00034306,G,37,66
PC8752,CUST00056042,G,27,70
PC4285,CUST00031051,E,7,72
PC9743,CUST00232432,G,63,76
PC4221,CUST00072138,D,2,69
PC5289,CUST00213349,G,5,68
PC8683,CUST00259242,F,34,52
PC3925,CUST00034699,G,57,60
PC9243,CUST00257613,F,54,58
PC6450,CUST00052379,C,24,63
PC6197,CUST00264813,D,58,54
PC7701,CUST00163285,B,37,82
PC4935,CUST00102018,C,44,90
PC8189,CUST00009990,F,82,50
PC7791,CUST00003719,F,16,98
PC9265,CUST00015144,G,80,75
PC2517,CUST00114089,B,96,66
PC6585,CUST00057425,A,7,62
PC9143,CUST00214821,E,55,51
PC5668,CUST00202619,E,1,97
PC5321,CUST00077611,D,1,66
PC4731,CUST00062585,F,78,65
PC5758,CUST00220723,E,19,73
PC8971,CUST00078435,G,13,51
PC1734,CUST00067327,D,68,53
PC2724,CUST00009170,C,20,78
PC5646,CUST00024357,F,11,55
PC3688,CUST00213761,B,32,98
PC8133,CUST00047974,G,95,76
PC5221,CUST00042126,F,96,52
PC5341,CUST00153682,E,35,51
PC2057,CUST00055116,E,35,88
PC2712,CUST00190795,G,77,78
PC2935,CUST00249786,B,59,62
PC6636,CUST00044849,E,29,52
PC1475,CUST00149817,F,20,86
PC4923,CUST00220798,F,13,69
PC7328,CUST00192467,D,72,58
PC9435,CUST00208395,D,66,91
PC3311,CUST00058939,G,56,76
PC9693,CUST00015901,F,53,90
PC6286,CUST00202564,E,72,60
PC6953,CUST00261953,G,5,53
PC7260,CUST00264570,D,8,95
PC4874,CUST00241905,C,50,60
PC4885,CUST00071355,F,49,53
PC4276,CUST00187852,G,6,75
PC7310,CUST00079313,F,28,86
PC2220,CUST00121828,E,49,72
PC5064,CUST00202844,C,2,82
PC1953,CUST00066466,E,45,60
PC6335,CUST00225379,E,15,55
PC6404,CUST00114357,A,95,87
PC3770,CUST00151625,E,89,73
PC5509,CUST00203597,F,26,64
PC8299,CUST00101167,C,3,53
PC4365,CUST00211498,D,24,64
PC7606,CUST00058521,G,48,90
PC8762,CUST00127833,B,53,64
PC6502,CUST00207803,E,58,91
PC3120,CUST00229730,G,78,77
PC3865,CUST00260458,A,60,85
PC4237,CUST00149206,G,93,85
PC4187,CUST00250860,E,29,90
PC3217,CUST00247684,D,17,62
PC6674,CUST00177325,A,34,92
PC4261,CUST00197540,F,29,53
PC5866,CUST00069880,A,82,61
PC4709,CUST00268282,F,53,55
PC2813,CUST00232368,A,10,61
PC5617,CUST00051783,E,40,78
PC3216,CUST00161744,E,23,66
PC6378,CUST00138947,A,23,57
PC2703,CUST00097882,D,93,96
PC4686,CUST00185368,G,1,83
PC8085,CUST00103166,D,59,93
PC3627,CUST00008389,G,46,99
PC7209,CUST00000117,D,74,91
PC8430,CUST00171740,A,11,92
PC9643,CUST00122782,D,24,76
PC6126,CUST00169088,F,68,99
PC4211,CUST00236988,A,4,74
PC4781,CUST00098968,G,54,61
PC3585,CUST00140684,E,48,92
PC1632,CUST00183289,B,39,93
PC4338,CUST00251706,A,35,56
PC4138,CUST00029088,C,29,52
PC7948,CUST00124573,D,56,54
PC9989,CUST00171356,E,88,57
PC9441,CUST00228765,D,50,51
PC8508,CUST00270627,A,62,76
PC8961,CUST00064417,C,81,57
PC8473,CUST00043455,A,1,59
PC7468,CUST00230196,F,73,88
PC3022,CUST00009019,E,57,95
PC1510,CUST00231916,F,62,59
PC8592,CUST00064532,D,77,60
PC5025,CUST00127801,F,67,82
PC2003,CUST00263182,G,93,57
PC4609,CUST00032123,F,92,95
PC5704,CUST00144922,E,95,97
PC2610,CUST00189193,A,22,98
PC3792,CUST00244146,F,53,58
PC3293,CUST00077155,F,5,60
PC8742,CUST00217165,G,1,64
PC8132,CUST00242939,G,10,59
PC1533,CUST00270526,B,76,61
PC4073,CUST00216903,A,35,54
PC6958,CUST00270330,E,54,81
PC8526,CUST00250012,F,90,54
PC8627,CUST00050634,G,74,94
PC7897,CUST00047012,B,87,62
PC2894,CUST00056011,E,3,92
PC1827,CUST00010070,A,37,88
PC3611,CUST00162179,D,43,87
PC1169,CUST00123200,B,96,67
PC8119,CUST00074345,D,63,94
PC2381,CUST00003415,C,29,61
PC3017,CUST00033151,E,87,58
PC4372,CUST00203311,D,13,73
PC6912,CUST00068215,C,18,67
PC4570,CUST00208044,B,82,50
PC9492,CUST00051453,F,70,51
PC9082,CUST00092519,F,10,56
PC1048,CUST00263532,D,76,71
PC2860,CUST00215688,F,77,85
PC7319,CUST00080603,C,10,75
PC5273,CUST00150262,D,12,97
PC9564,CUST00222417,G,81,88
PC3241,CUST00207758,C,21,86
PC1548,CUST00072147,C,11,95
PC6495,CUST00081273,B,86,64
PC7356,CUST00180433,F,98,83
PC2614,CUST00217152,E,72,76
PC7433,CUST00102185,F,51,74
PC4570,CUST00253857,E,42,62
PC2115,CUST00070554,G,80,55
PC7973,CUST00221843,G,54,75
PC2487,CUST00128320,D,95,54
PC2946,CUST00191812,B,44,98
PC6392,CUST00072713,F,7,91
PC4105,CUST00220206,E,89,96
PC3293,CUST00207640,A,47,50
PC9059,CUST00266438,A,47,51
PC7855,CUST00115718,A,4,65
PC7963,CUST00000885,B,30,69
PC7220,CUST00009603,F,69,96
PC2262,CUST00205559,F,56,60
PC7452,CUST00029123,B,91,56
PC8826,CUST00177282,G,96,91
PC8502,CUST00215007,C,72,50
PC9830,CUST00151692,E,86,94
PC8990,CUST00247475,F,32,53
PC4072,CUST00129032,D,2,54
PC4136,CUST00032996,G,35,78
PC5530,CUST00081892,A,85,54
PC7724,CUST00186894,C,88,51
PC2127,CUST00236538,D,12,60
PC9250,CUST00135741,C,28,52
PC5744,CUST00242144,F,79,65
PC9450,CUST00151919,C,49,58
PC7900,CUST00024156,E,49,71
PC4068,CUST00233846,F,88,65
PC4186,CUST00156115,B,74,76
PC1214,CUST00060511,A,21,51
PC7575,CUST00262020,E,2,68
PC4413,CUST00078181,C,77,64
PC6479,CUST00178235,G,1,95
PC9031,CUST00067640,D,29,78
PC3851,CUST00044323,C,54,53
PC8212,CUST00047120,F,41,73
PC1055,CUST00016269,A,3,95
PC7619,CUST00162293,E,63,53
PC9815,CUST00266338,G,90,58
PC5212,CUST00014131,C,2,76
PC5998,CUST00219818,B,38,86
PC7474,CUST00040122,C,77,60
PC9823,CUST00104359,D,12,85
PC1159,CUST00220914,C,13,99
PC9006,CUST00158137,D,23,92
PC6201,CUST00082203,C,74,56
PC6083,CUST00094396,B,92,87
PC2790,CUST00039023,D,56,69
PC4008,CUST00241928,F,66,57
PC8190,CUST00094475,G,17,84
PC2813,CUST00001282,F,96,54
PC2230,CUST00044705,C,78,74
PC9632,CUST00043971,F,94,79
PC7208,CUST00223229,E,15,87
PC5401,CUST00195499,F,68,54
PC3780,CUST00180493,F,33,81
PC7255,CUST00137315,D,93,83
PC2689,CUST00137876,A,33,98
PC1071,CUST00161436,C,59,93
PC7198,CUST00096878,B,82,67
PC7455,CUST00075195,G,49,55
PC8008,CUST00021707,G,35,85
PC6179,CUST00179737,D,93,75
PC6237,CUST00117945,A,3,74
PC2168,CUST00216348,G,58,74
PC1697,CUST00193475,D,5,69
PC6186,CUST00266059,C,36,74
PC8417,CUST00214138,C,84,99
PC8853,CUST00097043,C,96,61
PC3904,CUST00075214,B,50,56
PC6265,CUST00236784,D,79,98
PC6729,CUST00137173,C,84,72
PC3049,CUST00136092,D,9,92
PC2972,CUST00036077,A,86,70
PC8435,CUST00215046,F,27,89
PC2395,CUST00098717,C,19,76
PC6891,CUST00119984,C,98,66
PC9900,CUST00216826,G,79,95
PC4778,CUST00039217,F,76,99
PC4106,CUST00082030,E,74,92
PC3408,CUST00224473,A,70,76
PC5015,CUST00012820,E,30,56
PC4100,CUST00150454,C,31,69
PC8133,CUST00222064,E,15,67
PC3792,CUST00200146,E,85,89
PC2370,CUST00023239,F,91,96
PC6585,CUST00259707,E,74,64
PC9557,CUST00181809,E,80,96
PC1991,CUST00036125,F,18,85
PC6574,CUST00046245,E,8,63
PC8075,CUST00079484,D,77,98
PC4870,CUST00209594,F,53,79
PC4578,CUST00225621,E,31,51
PC3159,CUST00226418,A,28,85
PC7807,CUST00085242,D,55,67
PC4877,CUST00245782,F,59,92
PC5583,CUST00051462,C,69,72
PC7251,CUST00035684,D,75,69
PC7405,CUST00138773,A,53,64
PC3436,CUST00031074,E,64,76
PC7470,CUST00010830,E,22,85
PC5432,CUST00074963,E,66,70
PC3978,CUST00023974,G,66,55
PC2056,CUST00079749,G,25,78
PC6156,CUST00173558,D,77,68
PC6166,CUST00240517,G,7,76
PC6173,CUST00065677,F,64,65
PC8968,CUST00257916,C,16,81
PC2961,CUST00133942,F,58,56
PC5778,CUST00163115,D,46,76
PC4515,CUST00124155,G,63,62
PC9482,CUST00133024,A,17,59
PC7255,CUST00142975,A,81,61
PC5482,CUST00042524,C,17,53
PC1816,CUST00079683,E,30,61
PC3773,CUST00085538,B,37,83
PC7353,CUST00001717,A,15,76
PC7202,CUST00053792,C,93,79
PC6933,CUST00164927,B,94,53
PC2044,CUST00040088,B,91,85
PC7146,CUST00034759,E,11,97
PC7657,CUST00041154,B,32,51
PC1374,CUST00166290,G,11,63
PC6716,CUST00206120,B,89,60
PC4046,CUST00034935,A,84,65
PC3575,CUST00233200,G,4,70
PC3628,CUST00234911,G,9,58
PC9187,CUST00038593,A,64,65
PC2559,CUST00030522,G,70,66
PC9280,CUST00228079,G,30,78
PC9111,CUST00006617,A,31,87
PC4214,CUST00078159,C,20,57
PC9708,CUST00160244,D,51,50
PC7505,CUST00174830,D,61,92
PC7811,CUST00245612,F,92,63
PC2739,CUST00105424,B,19,82
PC2286,CUST00158077,E,24,54
PC9135,CUST00222354,E,35,64
PC2153,CUST00048648,E,23,75
PC6559,CUST00242374,E,61,70
PC3322,CUST00063640,C,40,64
PC7447,CUST00053207,G,17,55
PC4152,CUST00247610,F,27,65
PC3741,CUST00122021,D,93,76
PC2734,CUST00206057,D,33,99
PC2863,CUST00035273,B,62,57
PC9919,CUST00113440,E,78,55
PC5061,CUST00234213,G,99,81
PC2817,CUST00021969,E,41,65
PC8573,CUST00207566,E,62,52
PC8061,CUST00017721,D,61,89
PC9218,CUST00134197,D,73,59
PC5315,CUST00012927,D,56,88
PC2578,CUST00166206,C,66,54
PC3658,CUST00065130,A,4,80
PC2244,CUST00125135,B,60,69
PC2291,CUST00140051,F,36,79
PC3239,CUST00155773,A,81,71
PC7153,CUST00164940,B,19,83
PC9463,CUST00130091,G,96,81
PC8643,CUST00048315,F,62,81
PC9150,CUST00173798,A,35,51
PC4206,CUST00157370,D,17,72
PC8132,CUST00178701,C,94,67
PC4864,CUST00152080,A,13,74
PC9528,CUST00159826,F,89,89
PC4850,CUST00105584,G,59,59
PC7255,CUST00204652,B,57,60
PC5705,CUST00040363,C,64,72
PC5810,CUST00098514,B,26,91
PC3764,CUST00255874,G,30,87
PC8105,CUST00166560,F,78,78
PC5501,CUST00008481,E,4,74
PC2198,CUST00074379,E,25,66
PC3001,CUST00213830,A,97,92
PC6032,CUST00206010,C,5,68
PC7733,CUST00030660,G,8,52
PC6833,CUST00036205,G,89,54
PC7138,CUST00193158,C,36,61
PC8198,CUST00015652,A,15,60
PC8836,CUST00264807,E,87,67
PC1938,CUST00036932,C,76,62
PC8000,CUST00226032,C,20,70
PC8481,CUST00210932,D,34,93
PC4234,CUST00220935,F,7,92
PC9894,CUST00125823,E,64,86
PC8448,CUST00045944,C,81,65
PC5153,CUST00068083,F,86,89
PC6881,CUST00073988,E,51,85
PC7610,CUST00127234,G,91,59
PC6548,CUST00171733,F,36,56
PC6193,CUST00163370,F,67,94
PC6618,CUST00211928,D,10,66
PC5183,CUST00214760,G,98,64
PC2958,CUST00240197,E,21,92
PC6330,CUST00152397,A,14,58
PC4373,CUST00200631,E,49,90
PC8957,CUST00084639,G,88,91
PC1464,CUST00076424,G,98,85
PC9622,CUST00250825,C,84,82
PC8273,CUST00219048,G,85,94
PC8109,CUST00183028,C,53,55
PC3496,CUST00176729,F,56,74
PC6928,CUST00045851,A,78,88
PC9020,CUST00146801,G,54,66
PC8571,CUST00250843,B,41,68
PC5386,CUST00053203,E,31,70
PC7123,CUST00078034,D,48,95
PC7402,CUST00153912,E,91,77
PC6490,CUST00030729,E,72,53
PC4399,CUST00241879,C,50,91
PC6924,CUST00109383,B,89,97
PC2311,CUST00250811,C,6,79
PC7133,CUST00184927,D,7,63
PC9005,CUST00129277,D,80,68
PC2440,CUST00054556,B,16,68
PC5640,CUST00182288,E,75,95
PC7772,CUST00181375,F,88,90
PC1247,CUST00202734,B,15,70
PC2015,CUST00144822,F,31,89
PC7058,CUST00170158,F,78,56
PC4867,CUST00048754,G,34,58
PC4031,CUST00055432,C,63,62
PC3670,CUST00160775,G,11,74
PC3426,CUST00137408,A,21,60
PC9908,CUST00248949,E,15,66
PC5124,CUST00114141,C,79,68
PC8458,CUST00051878,E,26,85
PC7895,CUST00059706,C,51,69
PC6803,CUST00112009,B,15,72
PC8330,CUST00186849,D,95,76
PC6992,CUST00188008,E,43,70
PC4501,CUST00036485,E,19,99
PC3603,CUST00255165,C,33,93
PC9710,CUST00238720,F,8,50
PC7670,CUST00160640,E,44,57
PC6374,CUST00052318,G,92,69
PC7623,CUST00057628,B,59,98
PC3382,CUST00201346,F,92,73
PC8177,CUST00133146,E,10,66
PC8012,CUST00138021,E,74,65
PC3426,CUST00067652,C,44,88
PC9604,CUST00259463,F,7,72
PC5039,CUST00097850,G,12,66
PC2784,CUST00002711,A,50,65
PC9150,CUST00160468,C,91,72
PC8192,CUST00139744,A,18,82
PC1117,CUST00084381,D,38,73
PC5305,CUST00121268,E,48,61
PC2765,CUST00058340,D,81,53
PC3497,CUST00208550,F,72,91
PC3298,CUST00239013,D,96,78
PC4672,CUST00124010,E,46,52
PC6112,CUST00211563,E,66,54
PC9489,CUST00203435,B,22,86
PC1604,CUST00208638,B,51,74
PC1012,CUST00130970,C,4,55
PC1663,CUST00097261,E,14,88
PC3365,CUST00090185,B,53,53
PC8345,CUST00254574,G,86,53
PC6679,CUST00240205,B,32,95
PC3136,CUST00037181,C,25,75
PC9066,CUST00246643,E,78,95
PC1989,CUST00058785,D,55,87
PC7116,CUST00220898,C,94,93
PC9824,CUST00217399,F,85,92
PC1168,CUST00153813,D,42,65
PC2635,CUST00131481,A,55,63
PC4752,CUST00202547,F,11,73
PC3877,CUST00254011,F,79,99
PC1690,CUST00051085,G,14,87
PC5187,CUST00029357,B,54,71
PC9688,CUST00019855,G,46,86
PC2589,CUST00086508,A,59,61
PC6396,CUST00086752,E,5,62
PC4090,CUST00205257,E,32,96
PC1282,CUST00049159,F,86,78
PC7407,CUST00096406,C,22,73
PC1256,CUST00063034,D,14,75
PC6306,CUST00255016,C,71,89
PC4736,CUST00181368,C,98,50
PC4389,CUST00041314,D,94,76
PC3240,CUST00024821,B,32,50
PC8160,CUST00186021,C,58,74
PC9542,CUST00037962,F,52,95
PC9998,CUST00256533,A,99,80
PC3679,CUST00052617,C,30,84
PC9387,CUST00227323,D,45,57
PC1561,CUST00115478,G,54,64
PC4299,CUST00125726,G,33,97
PC6251,CUST00083579,F,2,81
PC8241,CUST00177820,B,65,76
PC5629,CUST00079012,D,34,51
PC2511,CUST00098422,A,69,95
PC1314,CUST00222033,G,72,87
PC9541,CUST00045029,A,15,92
PC5851,CUST00068525,C,97,70
PC5284,CUST00040636,B,7,66
PC3194,CUST00059358,F,24,76
PC2986,CUST00065959,D,50,68
PC2922,CUST00129576,E,31,75
PC1638,CUST00253339,G,69,82
PC9256,CUST00175813,F,98,90
PC1939,CUST00050719,F,36,50
PC4725,CUST00244018,A,35,63
PC6328,CUST00042484,B,34,54
PC8278,CUST00160944,C,78,54
PC3646,CUST00119590,D,96,84
PC5905,CUST00156177,E,11,84
PC5293,CUST00019267,B,39,69
PC4084,CUST00013988,A,6,92
PC3526,CUST00249187,F,45,74
PC2564,CUST00237906,C,10,66
PC8868,CUST00078955,E,96,72
PC4100,CUST00106810,A,53,85
PC8104,CUST00047651,C,50,98
PC1602,CUST00007652,C,32,56
PC9381,CUST00013052,G,77,95
PC2720,CUST00022034,D,49,79
PC3988,CUST00237082,A,2,94
PC9866,CUST00242350,C,20,60
PC1045,CUST00085269,F,43,80
PC3740,CUST00204558,C,93,87
PC2593,CUST00232478,B,90,94
PC2530,CUST00240253,A,49,51
PC2278,CUST00129271,B,85,97
PC6493,CUST00271895,B,52,54
PC6017,CUST00243125,C,61,74
PC1136,CUST00167538,A,34,68
PC2928,CUST00081799,C,50,92
PC2356,CUST00157190,G,63,62
PC4243,CUST00068783,C,94,60
PC7098,CUST00168844,A,72,96
PC5548,CUST00049837,E,74,90
PC4340,CUST00228476,E,44,68
PC1700,CUST00052675,F,91,95
PC7990,CUST00005249,F,28,67
PC9392,CUST00250520,C,9,68
PC6712,CUST00191723,A,33,62
PC8056,CUST00000072,D,79,65
PC1689,CUST00075395,B,34,97
PC4429,CUST00269297,C,41,71
PC6181,CUST00150091,E,36,86
PC1991,CUST00100907,E,7,69
PC5662,CUST00105747,G,25,95
PC5700,CUST00159307,C,41,61
PC7696,CUST00191799,D,30,74
PC1943,CUST00038648,A,60,88
PC8982,CUST00152168,A,78,80
PC8197,CUST00226490,B,32,80
PC3570,CUST00228144,C,41,93
PC5934,CUST00185958,B,50,79
PC7017,CUST00146792,G,6,58
PC5012,CUST00019159,E,69,85
PC6886,CUST00214027,B,71,71
PC4345,CUST00034347,F,92,65
PC2914,CUST00111741,B,83,55
PC4257,CUST00151712,D,71,87
PC5655,CUST00164512,A,50,57
PC8580,CUST00150116,E,77,85
PC7502,CUST00098047,C,32,80
PC6518,CUST00070067,G,60,77
PC5917,CUST00003334,E,64,76
PC4805,CUST00104427,G,18,74
PC5444,CUST00239799,A,78,69
PC4646,CUST00095555,B,50,98
PC4902,CUST00080518,A,15,99
PC8751,CUST00152386,A,8,90
PC9323,CUST00039617,E,60,80
PC9279,CUST00113106,D,41,52
PC4183,CUST00166128,B,34,70
PC1672,CUST00127284,C,92,94
PC5940,CUST00129127,D,60,91
PC2560,CUST00188988,F,3,81
PC9362,CUST00073157,F,70,84
PC3695,CUST00118105,G,4,70
PC5094,CUST00201341,E,18,81
PC8189,CUST00049835,G,27,66
PC1572,CUST00139806,C,61,98
PC9376,CUST00160074,A,9,62
PC1573,CUST00141419,A,40,85
PC7451,CUST00014085,E,74,68
PC7050,CUST00030841,E,50,98
PC5185,CUST00074036,A,93,63
PC9519,CUST00189291,C,18,87
PC1984,CUST00007662,A,80,70
PC6018,CUST00028017,E,72,64
PC9455,CUST00141682,C,77,71
PC6603,CUST00130640,G,87,90
PC2376,CUST00175431,G,66,56
PC4781,CUST00170321,D,4,57
PC7234,CUST00077574,D,11,50
PC6422,CUST00086591,B,44,67
PC5837,CUST00072576,G,91,98
PC3741,CUST00149230,C,28,95
PC8588,CUST00178402,E,70,83
PC7345,CUST00226508,B,93,96
PC9962,CUST00116564,D,50,51
PC4576,CUST00174005,B,47,86
PC7088,CUST00229226,D,98,68
PC1803,CUST00133946,C,63,79
PC8088,CUST00006390,C,97,69
PC6402,CUST00169358,D,19,62
PC2854,CUST00066884,D,36,85
PC4728,CUST00024553,E,32,60
PC2336,CUST00252353,C,70,55
PC2342,CUST00055321,E,20,51
PC7803,CUST00132193,F,76,93
PC2408,CUST00086306,E,54,88
PC7210,CUST00012913,A,88,72
PC8210,CUST00177891,G,53,99
PC4914,CUST00089912,E,10,74
PC4409,CUST00230554,G,52,97
PC9899,CUST00026830,B,44,56
PC5829,CUST00181724,E,29,99
PC4448,CUST00141183,C,62,69
PC8943,CUST00233273,F,82,64
PC6826,CUST00178386,A,3,78
PC2324,CUST00062928,C,8,51
PC5121,CUST00122804,G,66,88
PC4669,CUST00115564,B,88,57
PC8214,CUST00020340,B,63,64
PC6635,CUST00265202,E,62,84
PC7823,CUST00087156,G,83,64
PC8149,CUST00024751,G,35,59
PC7191,CUST00120487,G,98,87
PC5661,CUST00087351,D,32,87
PC8673,CUST00218962,B,60,87
PC9449,CUST00175975,C,69,86
PC5699,CUST00126639,G,80,69
PC4525,CUST00070389,A,23,77
PC7822,CUST00174555,F,65,58
PC1136,CUST00104159,A,42,67
PC5932,CUST00086196,G,50,64
PC2301,CUST00076159,G,65,80
PC7397,CUST00077300,G,69,67
PC2833,CUST00118649,G,14,97
PC7805,CUST00260284,C,84,68
PC7201,CUST00219446,G,4,61
PC2051,CUST00166631,A,44,59
PC1552,CUST00259302,B,13,74
PC3444,CUST00130751,F,65,83
PC6102,CUST00256248,A,63,96
PC4472,CUST00010073,E,63,76
PC1841,CUST00194876,A,7,73
PC2660,CUST00193893,F,25,85
PC4647,CUST00209377,F,88,91
PC6052,CUST00170185,E,1,76
PC1716,CUST00264204,G,17,53
PC6355,CUST00098801,C,69,59
PC7749,CUST00223834,D,16,94
PC7621,CUST00058412,F,50,50
PC4979,CUST00063867,A,74,73
PC3870,CUST00193931,F,61,82
PC8446,CUST00137670,G,90,50
PC2465,CUST00074867,D,6,92
PC7594,CUST00036155,D,12,69
PC7801,CUST00150253,G,69,63
PC9874,CUST00242757,G,68,74
PC2969,CUST00076280,B,68,57
PC8875,CUST00257908,F,30,57
PC1663,CUST00025426,F,12,53
PC5174,CUST00093780,B,97,98
PC8568,CUST00200443,F,97,81
PC5030,CUST00221687,B,90,78
PC4929,CUST00085464,G,18,80
PC9118,CUST00002952,A,30,73
PC5313,CUST00049075,F,87,63
PC6888,CUST00053576,A,89,65
PC4701,CUST00024935,B,29,77
PC2098,CUST00186351,E,30,87
PC5100,CUST00082495,G,39,82
PC6848,CUST00184596,A,19,68
PC5998,CUST00186611,D,94,62
PC3001,CUST00130902,E,62,91
PC8766,CUST00011394,G,16,61
PC6684,CUST00081622,F,93,97
PC4604,CUST00088317,C,40,76
