lead_id,primary_quotation,secondary_quotation,final_quotation
LD00008999,2793.19,1429.0,2481.13
LD00009000,2993.89,2348.04,2716.11
LD00009001,2792.57,2057.33,2791.84
LD00009002,2658.11,2077.36,2445.63
LD00009003,2127.36,1236.61,2107.75
LD00009004,2391.06,2027.96,2537.67
LD00009005,2188.06,1888.38,2601.37
LD00009006,1813.24,1437.45,1489.65
LD00009007,2469.14,1267.69,2370.43
LD00009008,1699.44,2176.17,2740.62
LD00009009,2684.99,2300.86,1968.86
LD00009010,1870.71,1295.35,1614.9
LD00009011,1650.58,1341.73,2661.27
LD00009012,2877.81,2136.34,1667.65
LD00009013,1778.94,2225.35,2420.74
LD00009014,2697.05,1316.3,2421.48
LD00009015,1522.33,2431.76,1627.96
LD00009016,2264.66,1203.97,2275.7
LD00009017,1951.97,1748.94,1892.35
LD00009018,1855.46,2098.93,1972.02
LD00009019,2315.8,2091.0,1618.39
LD00009020,1979.12,1358.35,1710.22
LD00009021,2920.24,1403.46,1889.59
LD00009022,2888.01,2021.91,2157.36
LD00009023,1607.78,1264.4,2589.18
LD00009024,2515.09,1956.12,1720.9
LD00009025,1980.6,1644.33,2073.86
LD00009026,1516.9,1859.51,2185.13
LD00009027,1590.17,1453.42,2657.38
LD00009028,2026.24,1903.82,2682.52
LD00009029,2822.05,2265.83,1617.78
LD00009030,1540.74,1223.82,2380.8
LD00009031,1521.07,2332.03,2587.52
LD00009032,2901.16,1346.7,1836.82
LD00009033,2602.33,1207.02,2728.99
LD00009034,2528.35,1691.58,1885.18
LD00009035,2298.09,1508.47,2305.32
LD00009036,1521.24,1642.81,1911.11
LD00009037,1714.16,1803.29,2128.11
LD00009038,2392.76,1608.78,1985.0
LD00009039,2550.71,2358.25,2032.38
LD00009040,1975.96,2106.16,2279.36
LD00009041,1596.7,1910.14,1802.57
LD00009042,1752.19,1276.99,1867.67
LD00009043,2099.42,2482.08,1406.04
LD00009044,1649.31,1551.43,2416.45
LD00009045,2809.43,1365.12,1464.57
LD00009046,2224.04,2235.81,2681.05
LD00009047,2599.96,1257.68,1557.65
LD00009048,1596.03,2225.31,2799.12
LD00009049,1671.33,1643.95,1777.55
LD00009050,1634.48,1601.71,1548.79
LD00009051,2025.43,1510.62,2213.18
LD00009052,2602.75,1273.22,1654.39
LD00009053,1593.76,1790.68,2340.16
LD00009054,2966.4,1299.57,1785.93
LD00009055,2694.49,1403.5,1409.52
LD00009056,1703.34,2428.24,2033.46
LD00009057,1523.58,2033.17,2656.43
LD00009058,1641.37,1277.63,1551.32
LD00009059,2811.4,2259.05,1418.67
LD00009060,2828.92,1594.96,2791.47
LD00009061,2258.83,1382.5,2065.2
LD00009062,2861.56,1992.16,2015.08
LD00009063,2759.83,2310.75,1994.39
LD00009064,1991.05,2068.2,2502.62
LD00009065,1836.95,2078.52,2716.14
LD00009066,2360.52,1973.54,2622.29
LD00009067,2932.07,1697.33,2171.81
LD00009068,1780.33,2040.49,1593.76
LD00009069,2546.31,2114.59,2129.03
LD00009070,2905.03,2153.64,2697.63
LD00009071,2551.91,1854.47,2104.85
LD00009072,2047.97,2047.07,1941.56
LD00009073,2443.75,1612.78,1705.66
LD00009074,2408.9,1774.94,2352.13
LD00009075,2684.54,1906.84,2713.94
LD00009076,2489.56,1217.44,2483.31
LD00009077,2285.26,1283.37,2198.68
LD00009078,2062.89,1638.63,2780.42
LD00009079,2768.47,2064.89,2281.22
LD00009080,2710.11,1387.12,2692.56
LD00009081,2248.91,1652.6,2349.44
LD00009082,1686.25,2191.09,2155.24
LD00009083,2070.73,1730.94,2495.54
LD00009084,2880.28,2085.59,1583.73
LD00009085,2324.65,1656.39,2223.77
LD00009086,1658.91,1434.63,1614.96
LD00009087,2625.32,1432.13,1832.08
LD00009088,2325.12,2442.53,2164.88
LD00009089,2343.83,1398.56,2589.43
LD00009090,2951.07,1502.26,1438.18
LD00009091,2371.07,1756.4,1898.45
LD00009092,2921.2,1842.65,2228.38
LD00009093,1633.79,1668.53,2469.75
LD00009094,2331.37,2190.75,2358.68
LD00009095,2455.7,2142.76,1421.96
LD00009096,1592.85,1890.08,2672.34
LD00009097,2564.95,1835.05,2346.01
LD00009098,1999.64,1348.52,2349.8
LD00009099,2180.47,2154.46,1778.83
LD00009100,1751.27,1261.05,2409.57
LD00009101,1779.88,1591.17,2326.24
LD00009102,2058.14,1209.84,2099.97
LD00009103,2751.21,2030.06,2669.71
LD00009104,2776.65,1303.72,2401.63
LD00009105,2948.8,1441.75,1595.25
LD00009106,2359.82,1974.36,1549.93
LD00009107,1773.24,1763.56,1947.52
LD00009108,2453.3,1510.02,1712.23
LD00009109,2187.28,1995.42,2303.25
LD00009110,2253.08,1331.61,2613.97
LD00009111,1797.68,2011.41,1700.4
LD00009112,2469.18,1428.65,1744.01
LD00009113,2007.21,1706.63,2759.51
LD00009114,2933.21,1893.37,2765.8
LD00009115,1542.32,2364.34,1577.7
LD00009116,2051.26,2150.17,1533.63
LD00009117,2199.23,1925.13,1943.82
LD00009118,2688.21,1658.28,2438.83
LD00009119,1916.25,2355.18,2261.12
LD00009120,2500.32,1583.34,1653.22
LD00009121,1748.43,1282.94,1946.73
LD00009122,2709.09,2000.85,2024.3
LD00009123,2545.05,1532.39,2352.92
LD00009124,1770.32,2201.21,2424.42
LD00009125,2753.04,1368.64,1877.18
LD00009126,2059.25,1295.88,2533.55
LD00009127,2216.67,1425.59,2372.15
LD00009128,1603.21,1901.8,1945.69
LD00009129,2844.16,1370.08,1699.27
LD00009130,2209.34,2485.57,2352.2
LD00009131,2435.48,2212.17,2004.91
LD00009132,2255.79,1815.34,2630.51
LD00009133,2870.08,1374.02,2587.42
LD00009134,2353.77,1871.59,1402.45
LD00009135,2823.39,2290.2,1407.98
LD00009136,2351.56,2382.99,1577.97
LD00009137,2925.34,1469.52,2469.54
LD00009138,2257.19,2230.69,1857.17
LD00009139,1900.22,2469.77,2585.57
LD00009140,2529.85,1798.15,2615.22
LD00009141,1507.8,1572.96,1961.24
LD00009142,2493.2,1365.39,2119.6
LD00009143,1654.44,2244.85,1676.71
LD00009144,2415.54,1365.43,1496.91
LD00009145,1822.45,1342.51,1941.56
LD00009146,1511.29,1265.57,2594.37
LD00009147,2883.46,1811.29,2545.58
LD00009148,2413.95,1205.44,2360.6
LD00009149,1997.23,2323.21,2695.93
LD00009150,2397.59,2384.59,1774.15
LD00009151,2141.57,1434.78,2021.44
LD00009152,1665.56,2153.85,2628.6
LD00009153,2751.17,1767.57,2628.22
LD00009154,1514.6,2018.2,2327.4
LD00009155,1948.41,2405.68,1756.7
LD00009156,2123.16,1432.61,1631.81
LD00009157,2394.54,1426.21,1671.12
LD00009158,1511.91,1799.33,2422.34
LD00009159,2668.39,1884.11,1692.89
LD00009160,1736.04,1704.77,2286.25
LD00009161,1816.39,1580.56,2797.82
LD00009162,2075.77,1638.72,2297.46
LD00009163,2132.4,1287.98,1886.48
LD00009164,2410.77,2366.96,1981.53
LD00009165,1881.06,1534.41,2428.77
LD00009166,2890.11,2493.98,1836.77
LD00009167,1823.35,1740.52,2777.41
LD00009168,2523.52,2115.9,2005.88
LD00009169,1936.22,1955.84,1643.64
LD00009170,1716.27,1970.9,2278.99
LD00009171,1754.06,2265.5,1756.23
LD00009172,2344.45,1369.47,2632.5
LD00009173,1805.15,2292.58,2029.93
LD00009174,2889.96,1591.53,2310.25
LD00009175,1797.89,1415.55,2677.8
LD00009176,2759.87,2109.94,2771.03
LD00009177,2767.33,1728.52,1502.69
LD00009178,2734.56,1735.08,1980.73
LD00009179,2342.43,1298.62,2129.52
LD00009180,1678.96,2391.82,2106.81
LD00009181,2707.93,1838.7,2030.37
LD00009182,2071.41,1973.1,1978.36
LD00009183,2965.09,2107.93,1804.66
LD00009184,1667.73,2495.74,1691.4
LD00009185,1863.87,2455.7,1820.85
LD00009186,2398.69,1390.66,1729.03
LD00009187,2255.42,1618.41,2614.95
LD00009188,2152.52,1250.42,2532.51
LD00009189,1721.26,2389.64,1997.98
LD00009190,2800.2,1941.82,1420.97
LD00009191,1966.36,1254.2,1862.8
LD00009192,1636.45,1791.14,1904.26
LD00009193,2200.26,2058.88,1406.33
LD00009194,2703.05,1409.49,2313.68
LD00009195,2762.74,2200.42,1888.23
LD00009196,2264.17,1648.25,1755.36
LD00009197,2014.95,1968.51,2267.61
LD00009198,2263.31,2348.53,2343.57
LD00009199,2275.7,1699.35,2548.09
LD00009200,2378.92,1917.73,1969.47
LD00009201,2126.26,2008.94,2207.66
LD00009202,2548.71,1311.12,1989.21
LD00009203,2117.27,1381.87,2761.89
LD00009204,2122.08,1630.53,1948.16
LD00009205,2157.85,1625.8,1406.88
LD00009206,1776.31,2196.58,2264.89
LD00009207,2890.19,2061.39,1457.99
LD00009208,2591.02,1444.34,2279.34
LD00009209,1698.62,1756.67,1687.09
LD00009210,2093.47,2263.6,1677.94
LD00009211,2960.6,1739.06,1492.04
LD00009212,2194.19,1966.86,2567.67
LD00009213,1596.37,1930.58,2288.94
LD00009214,2035.76,1582.1,1536.23
LD00009215,1925.58,1854.95,1934.55
LD00009216,1621.37,1964.33,2511.34
LD00009217,2810.24,2450.49,1663.47
LD00009218,2975.3,1781.23,2276.97
LD00009219,2783.27,2282.82,2431.59
LD00009220,1750.57,1534.66,2579.78
LD00009221,1578.94,1320.08,1406.37
LD00009222,2418.72,1418.19,1796.34
LD00009223,1556.18,1345.13,2508.32
LD00009224,1591.88,1824.31,1673.99
LD00009225,2407.5,1374.25,1490.67
LD00009226,2083.12,1857.06,2450.01
LD00009227,1633.25,2249.03,2545.65
LD00009228,2731.33,2168.31,2041.71
LD00009229,1745.4,2137.75,2385.02
LD00009230,1645.02,2479.6,2669.99
LD00009231,2004.68,2122.93,2098.42
LD00009232,2543.07,1600.6,2182.02
LD00009233,2903.19,1566.3,2068.09
LD00009234,1657.01,2139.32,2738.41
LD00009235,2114.7,2471.1,1681.69
LD00009236,1618.68,1264.53,2574.36
LD00009237,2412.03,1492.95,2606.58
LD00009238,2928.87,1462.81,2507.91
LD00009239,2442.85,1525.77,1705.28
LD00009240,2158.22,1378.39,1729.16
LD00009241,2973.95,1962.77,2393.12
LD00009242,1848.01,1931.77,2182.15
LD00009243,2830.01,2356.16,2609.71
LD00009244,1591.85,2378.34,2110.66
LD00009245,2966.09,1399.54,1801.08
LD00009246,2477.23,1813.86,2683.09
LD00009247,2314.28,2367.97,1810.32
LD00009248,2045.54,2483.04,1785.46
LD00009249,2085.88,2049.16,2155.41
LD00009250,2868.29,1520.89,1691.91
LD00009251,2700.41,1330.42,2302.93
LD00009252,2924.24,1569.88,1463.61
LD00009253,1680.8,2487.8,1672.59
LD00009254,2149.39,1360.8,2730.74
LD00009255,2385.23,2058.31,1450.83
LD00009256,2999.99,1859.76,2666.43
LD00009257,2423.89,2358.47,2024.36
LD00009258,2954.72,2153.16,2095.33
LD00009259,1996.22,1877.08,2495.01
LD00009260,1759.71,1418.15,2698.02
LD00009261,2487.52,2398.12,2702.49
LD00009262,2102.57,1427.23,1554.81
LD00009263,2992.08,1314.13,1850.62
LD00009264,1753.89,2308.8,2057.79
LD00009265,2735.04,1587.38,2553.17
LD00009266,1834.0,2460.62,2207.72
LD00009267,2943.91,1932.92,2117.06
LD00009268,2964.87,2393.21,1633.71
LD00009269,2767.3,2188.01,1778.48
LD00009270,2097.02,1795.3,1684.93
LD00009271,1619.24,2137.91,1951.24
LD00009272,2243.83,1886.08,2103.9
LD00009273,2401.87,1668.83,2272.96
LD00009274,2721.64,1804.95,2478.89
LD00009275,2753.76,1401.3,1883.71
LD00009276,2175.23,2298.4,2779.06
LD00009277,2505.19,1680.72,2787.03
LD00009278,2940.84,2252.77,1588.31
LD00009279,1784.49,1208.95,1856.75
LD00009280,2038.77,1847.84,1691.33
LD00009281,2499.37,1643.31,1638.9
LD00009282,1810.07,1763.98,1857.09
LD00009283,2464.58,1330.78,1444.1
LD00009284,2119.24,2220.12,1653.61
LD00009285,2700.62,1482.13,2442.43
LD00009286,1855.81,2406.03,1790.27
LD00009287,2304.9,2342.99,2573.31
LD00009288,2983.99,2445.38,1751.24
LD00009289,2500.57,1815.55,2182.74
LD00009290,1576.29,1819.35,2454.09
LD00009291,1929.57,1268.58,2386.4
LD00009292,1992.01,2324.76,1558.47
LD00009293,2072.15,1864.95,2267.73
LD00009294,2959.53,2025.39,1592.63
LD00009295,1825.46,1660.29,1649.03
LD00009296,1651.24,1567.71,2461.91
LD00009297,1906.39,1668.91,2620.02
LD00009298,2981.18,1601.86,2625.74
LD00009299,1560.5,1875.48,2534.85
LD00009300,2334.24,2061.53,1730.46
LD00009301,2953.16,1601.21,2343.34
LD00009302,1827.38,2220.53,1997.31
LD00009303,2630.54,1634.2,1749.5
LD00009304,2215.72,1716.59,1861.2
LD00009305,1804.22,1762.05,2458.67
LD00009306,1875.74,1284.42,1572.19
LD00009307,1781.61,1247.63,2050.05
LD00009308,1615.59,1668.05,1707.38
LD00009309,2618.59,2111.27,1577.65
LD00009310,2669.16,2300.47,1686.4
LD00009311,2519.29,1788.12,2797.66
LD00009312,2486.01,1467.04,1482.0
LD00009313,2709.89,2206.16,1990.32
LD00009314,1752.54,1796.16,2375.85
LD00009315,2761.41,2237.69,2305.36
LD00009316,2405.72,1977.98,2590.58
LD00009317,2047.22,2076.31,1662.33
LD00009318,2414.18,1992.93,2117.02
LD00009319,2177.44,1312.29,2024.01
LD00009320,2088.64,1348.31,1562.42
LD00009321,1566.67,1343.8,2710.53
LD00009322,2333.29,1513.92,1767.33
LD00009323,1630.5,2452.56,1991.45
LD00009324,2530.2,2133.79,2557.41
LD00009325,1621.34,2003.33,2650.51
LD00009326,1693.83,2062.62,2415.57
LD00009327,2874.26,1255.76,1507.26
LD00009328,2508.95,2324.84,2040.21
LD00009329,2015.88,2183.69,1685.49
LD00009330,2571.46,1832.24,1785.44
LD00009331,2034.3,2486.49,1952.2
LD00009332,2482.39,1202.8,2721.55
LD00009333,1974.41,1905.39,2679.87
LD00009334,1582.65,1921.87,2300.53
LD00009335,2603.29,1935.41,1647.11
LD00009336,2860.5,2010.86,2623.54
LD00009337,2996.75,2398.41,2415.14
LD00009338,2699.48,1975.06,2274.27
LD00009339,2778.26,2214.66,2094.45
LD00009340,2150.85,1422.02,1691.47
LD00009341,2068.0,1841.57,2687.79
LD00009342,2740.05,1891.93,1476.78
LD00009343,2908.02,2059.32,1739.45
LD00009344,2320.93,1287.32,2658.02
LD00009345,2383.39,2129.28,2012.69
LD00009346,2273.43,1920.37,1680.39
LD00009347,2466.14,1923.76,1768.96
LD00009348,2496.57,1297.87,2678.55
LD00009349,2864.19,1243.18,2586.05
LD00009350,2885.53,1902.84,2102.57
LD00009351,2273.36,1326.66,2223.76
LD00009352,1558.51,1610.39,2737.07
LD00009353,2270.92,2087.4,2761.56
LD00009354,2913.4,1805.2,1860.13
LD00009355,1865.66,1873.2,2385.13
LD00009356,2859.79,1905.76,1975.76
LD00009357,2992.31,2167.3,1402.68
LD00009358,2418.38,1666.84,2452.89
LD00009359,1685.86,1542.28,1828.02
LD00009360,2434.14,2490.35,1757.11
LD00009361,2350.82,2372.06,1597.65
LD00009362,2430.55,1206.02,1967.02
LD00009363,1939.23,2415.15,2547.37
LD00009364,2787.06,2428.19,2273.99
LD00009365,2712.1,1608.74,1605.45
LD00009366,2030.37,1468.77,1717.54
LD00009367,2404.15,1451.7,1453.83
LD00009368,1956.82,1663.26,2115.69
LD00009369,2763.7,2488.69,2669.93
LD00009370,2822.71,2201.32,2093.35
LD00009371,2563.89,2195.81,1927.13
LD00009372,1683.84,2131.11,1821.69
LD00009373,2575.68,1741.56,1900.44
LD00009374,1886.71,1569.97,2112.81
LD00009375,2192.6,2196.1,2559.68
LD00009376,2358.55,2335.34,2159.18
LD00009377,2946.08,1290.75,1757.46
LD00009378,2451.26,1615.16,2697.08
LD00009379,1870.45,1804.57,2241.63
LD00009380,2158.87,2406.35,2674.78
LD00009381,1950.09,1271.23,2698.63
LD00009382,2658.34,1367.76,1870.47
LD00009383,2901.27,2470.74,1632.35
LD00009384,2931.9,2238.94,2029.9
LD00009385,1875.24,1539.3,1603.19
LD00009386,2845.57,1520.5,2571.43
LD00009387,2065.55,1484.51,2178.58
LD00009388,2968.7,2129.75,1724.7
LD00009389,2077.22,2461.23,2514.04
LD00009390,1525.44,1794.42,1501.09
LD00009391,2010.51,1758.3,1424.22
LD00009392,2758.94,2188.04,1451.85
LD00009393,2035.18,1472.54,2269.73
LD00009394,2498.41,2069.09,2762.85
LD00009395,2258.05,2462.85,1585.98
LD00009396,2305.73,2068.07,2200.35
LD00009397,1545.57,2360.97,2221.47
LD00009398,2141.41,1872.94,1790.77
LD00009399,1800.13,1967.63,1438.14
LD00009400,2141.15,1656.19,1532.18
LD00009401,2414.41,1674.2,2332.92
LD00009402,1510.58,2016.41,2537.11
LD00009403,2024.64,1590.28,1773.88
LD00009404,2102.35,1865.38,2568.82
LD00009405,2789.59,2371.65,2175.33
LD00009406,1967.98,2459.49,1508.01
LD00009407,2214.44,2032.12,1639.14
LD00009408,1827.74,1988.66,1772.05
LD00009409,2194.98,1768.91,1492.84
LD00009410,2856.56,2475.19,1883.12
LD00009411,2975.63,1942.49,1402.34
LD00009412,2521.34,1781.25,2571.17
LD00009413,2021.67,1398.49,2228.24
LD00009414,2560.6,2029.78,2031.72
LD00009415,1728.6,1260.03,2146.29
LD00009416,2025.92,1502.13,1816.63
LD00009417,2621.88,2050.09,2320.1
LD00009418,2886.49,2062.97,1612.83
LD00009419,2883.21,1433.09,1933.94
LD00009420,1976.85,2455.45,2746.39
LD00009421,2102.54,1987.8,2480.52
LD00009422,1933.95,1383.9,2365.21
LD00009423,2750.03,2203.7,1510.33
LD00009424,1663.4,1909.4,1677.47
LD00009425,2159.9,2306.77,2474.68
LD00009426,2775.85,2230.54,1700.66
LD00009427,2658.95,2332.04,1775.16
LD00009428,2113.06,1457.54,1569.58
LD00009429,2806.73,1465.03,1807.91
LD00009430,1526.98,2156.09,1819.51
LD00009431,2416.61,1956.64,2047.54
LD00009432,2861.94,2104.94,2544.51
LD00009433,2872.52,2331.26,2723.31
LD00009434,2718.32,1524.85,1821.41
LD00009435,2321.13,1324.9,2704.01
LD00009436,1519.23,2004.6,2603.88
LD00009437,2319.02,1475.43,2436.48
LD00009438,2477.47,1286.07,2047.19
LD00009439,2454.31,2482.57,2718.99
LD00009440,1763.73,1819.26,2661.25
LD00009441,1520.78,2337.27,1862.33
LD00009442,2874.44,1850.81,2679.05
LD00009443,2347.61,2019.14,1805.14
LD00009444,1898.24,1862.12,1987.04
LD00009445,1508.24,1277.57,1851.13
LD00009446,2095.53,2305.57,2500.58
LD00009447,2879.48,1238.96,2766.5
LD00009448,1722.23,1388.05,2078.52
LD00009449,2963.31,1474.95,2345.93
LD00009450,1816.62,2215.04,1887.17
LD00009451,1964.64,1251.9,2332.84
LD00009452,2548.47,2095.24,2254.25
LD00009453,2866.8,1385.37,2738.23
LD00009454,2810.2,2094.55,2486.48
LD00009455,2030.94,1748.57,1464.13
LD00009456,2720.2,1405.01,2227.8
LD00009457,2316.28,2386.49,1545.67
LD00009458,2806.38,1345.6,2629.6
LD00009459,2994.34,1888.67,2284.64
LD00009460,2424.35,2463.5,1965.17
LD00009461,1799.34,1408.99,1683.91
LD00009462,2700.7,2337.5,1631.31
LD00009463,1978.26,1982.43,1507.38
LD00009464,2994.72,2304.24,2779.08
LD00009465,2144.29,2387.73,2688.6
LD00009466,2014.89,2342.32,1688.83
LD00009467,2193.04,2332.96,1560.7
LD00009468,1945.26,1605.54,2708.26
LD00009469,2107.4,2108.53,2253.71
LD00009470,1746.82,1312.25,2115.62
LD00009471,1507.17,1576.04,1552.82
LD00009472,2528.81,2239.62,2365.49
LD00009473,2734.67,1546.16,1823.76
LD00009474,2539.18,2112.92,1911.99
LD00009475,2297.78,1788.53,2739.36
LD00009476,2642.04,2191.34,1458.64
LD00009477,2037.13,1679.64,2121.94
LD00009478,2109.96,1724.19,2302.46
LD00009479,2223.31,1210.93,1752.65
LD00009480,2076.81,2362.34,1412.59
LD00009481,1911.52,2475.78,1481.47
LD00009482,2257.66,2272.66,2289.91
LD00009483,2655.65,2379.6,1703.86
LD00009484,2770.18,1763.09,2372.34
LD00009485,1832.38,2140.86,2599.78
LD00009486,2434.54,2327.59,2443.49
LD00009487,1616.49,1776.45,1603.19
LD00009488,1553.2,2486.87,1744.68
LD00009489,2735.23,2259.8,2799.37
LD00009490,2490.8,1458.58,1530.8
LD00009491,1934.21,1386.32,1410.91
LD00009492,1840.86,1795.36,1863.69
LD00009493,2177.66,2196.6,2653.3
LD00009494,2472.69,2223.49,2119.12
LD00009495,2343.99,2428.45,2754.84
LD00009496,2746.17,1582.0,2264.88
LD00009497,2063.48,1518.58,2344.04
LD00009498,1683.95,2035.09,1837.49
LD00009499,1737.39,1823.09,2330.31
LD00009500,2766.73,1348.12,2296.59
LD00009501,1505.35,1706.82,1905.22
LD00009502,2811.47,2012.5,2132.26
LD00009503,2028.31,1491.85,2215.1
LD00009504,2645.91,2209.28,1889.01
LD00009505,2339.48,1566.41,1869.05
LD00009506,2337.12,2491.15,2437.53
LD00009507,1653.29,1727.67,1755.75
LD00009508,2740.94,2135.39,2161.76
LD00009509,2544.34,1265.29,1578.43
LD00009510,2740.85,1747.34,2445.07
LD00009511,1645.04,1592.02,1420.95
LD00009512,2454.02,2017.36,1846.25
LD00009513,2253.94,2445.72,1706.78
LD00009514,2585.98,1980.92,2632.03
LD00009515,2164.8,1254.42,2186.97
LD00009516,2722.61,1980.18,2360.89
LD00009517,1750.69,1616.8,2056.2
LD00009518,2266.92,1353.98,1883.73
LD00009519,2723.94,2028.86,1800.57
LD00009520,1921.1,1683.65,2589.88
LD00009521,2927.23,2378.1,1829.65
LD00009522,2723.14,1259.58,2136.2
LD00009523,2143.49,1800.51,2352.9
LD00009524,2858.84,2339.0,2280.5
LD00009525,1713.29,1397.78,2499.67
LD00009526,1508.19,1213.01,2274.84
LD00009527,2322.7,1581.25,2233.39
LD00009528,1921.09,1558.54,2472.84
LD00009529,2687.27,2330.65,2282.79
LD00009530,1583.24,1612.55,1866.23
LD00009531,2895.96,2393.2,2057.06
LD00009532,2627.43,1276.05,2207.84
LD00009533,1749.49,1870.62,1920.33
LD00009534,1857.31,1607.01,1483.59
LD00009535,1903.48,2231.49,1860.26
LD00009536,2756.43,1739.44,2331.05
LD00009537,1787.06,2055.48,2239.31
LD00009538,2405.49,2196.37,1537.62
LD00009539,1876.12,1783.08,2346.17
LD00009540,2481.38,2271.46,1449.07
LD00009541,1500.84,1498.36,1636.1
LD00009542,2025.91,1409.38,1883.63
LD00009543,2142.95,1222.56,2634.61
LD00009544,2118.01,1343.98,2369.34
LD00009545,1563.77,2067.13,2189.54
LD00009546,2855.23,2482.73,2779.95
LD00009547,2509.12,1229.08,2205.84
LD00009548,1644.56,1627.33,2366.21
LD00009549,1655.4,1689.91,1644.76
LD00009550,2620.63,1722.54,1482.38
LD00009551,2256.99,1895.52,1763.69
LD00009552,1943.47,1541.81,2292.45
LD00009553,2585.07,1203.29,2711.37
LD00009554,2599.97,2298.04,2081.99
LD00009555,2632.64,1440.73,2084.11
LD00009556,2418.74,2120.19,2558.22
LD00009557,1707.37,1952.59,2763.25
LD00009558,1788.57,1535.38,2741.29
LD00009559,2306.56,2232.02,2710.4
LD00009560,1833.3,1240.83,1513.76
LD00009561,2699.32,1372.74,2539.71
LD00009562,2033.21,1755.51,2603.87
LD00009563,1803.71,2228.33,2174.66
LD00009564,2166.61,1460.67,1717.82
LD00009565,1642.08,1348.16,2742.46
LD00009566,1916.7,1578.44,1783.81
LD00009567,2003.58,2232.39,2250.37
LD00009568,2438.27,1372.58,2691.37
LD00009569,2069.19,2172.83,2692.76
LD00009570,2402.35,2355.01,2724.93
LD00009571,2369.03,2296.41,1562.5
LD00009572,2320.98,2097.73,1961.28
LD00009573,2503.33,1224.37,2142.87
LD00009574,1757.4,1602.64,1647.49
LD00009575,1588.26,1775.28,2633.61
LD00009576,1841.72,1453.05,2537.33
LD00009577,1750.52,1833.05,1765.55
LD00009578,2841.92,1873.14,2218.25
LD00009579,2775.88,1389.62,2630.29
LD00009580,2102.68,1750.84,2703.78
LD00009581,1572.73,2224.45,1846.38
LD00009582,2518.38,1317.0,2262.36
LD00009583,2377.75,1512.94,2667.83
LD00009584,1795.29,1661.71,1935.75
LD00009585,2121.48,2250.9,2166.53
LD00009586,2229.56,2007.12,2196.83
LD00009587,1932.75,2397.13,2285.38
LD00009588,2295.97,1377.25,1587.98
LD00009589,2648.17,2209.71,2512.48
LD00009590,2348.74,2496.96,2515.51
LD00009591,2868.94,1241.52,2142.6
LD00009592,2449.53,1277.63,2067.67
LD00009593,2122.89,1633.34,2310.6
LD00009594,2880.65,1948.15,1775.27
LD00009595,1647.09,2050.61,2205.13
LD00009596,2241.41,2142.87,2118.89
LD00009597,2951.91,1788.27,1718.15
LD00009598,2318.99,1323.74,2260.33
LD00009599,2050.76,2279.4,2054.31
LD00009600,2419.92,1917.45,1826.27
LD00009601,2595.09,1501.1,2043.33
LD00009602,2868.09,2267.56,2334.1
LD00009603,1879.76,1811.58,2538.03
LD00009604,2967.07,2472.76,1657.12
LD00009605,2741.12,2480.07,1774.16
LD00009606,2538.04,1693.85,2297.61
LD00009607,2753.23,1715.79,1488.77
LD00009608,1705.99,1894.94,1915.75
LD00009609,2144.25,1517.47,2672.6
LD00009610,1708.15,1544.42,2586.38
LD00009611,1825.05,1322.0,2052.86
LD00009612,2357.79,1709.36,2422.06
LD00009613,2980.1,1626.07,1646.1
LD00009614,2398.03,1699.07,2512.19
LD00009615,2234.89,1982.81,1726.39
LD00009616,2464.24,2448.86,2158.58
LD00009617,2630.96,2402.05,2212.09
LD00009618,2172.35,1442.28,2515.85
LD00009619,2178.3,1708.52,2015.09
LD00009620,2881.55,1424.48,2720.91
LD00009621,2309.18,1570.29,2036.7
LD00009622,2928.36,1332.14,2435.27
LD00009623,2524.15,2015.28,1887.09
LD00009624,2698.74,1487.29,2699.2
LD00009625,1504.31,1775.55,1857.43
LD00009626,1715.22,2049.94,2447.56
LD00009627,2230.76,1733.88,1403.55
LD00009628,2943.03,2140.97,1763.63
LD00009629,2831.53,1451.18,2179.34
LD00009630,2593.24,1444.32,1701.4
LD00009631,2355.56,2323.71,2632.57
LD00009632,2628.32,1205.68,2363.43
LD00009633,1754.35,1289.43,2488.44
LD00009634,2663.95,1370.91,1615.33
LD00009635,2398.75,2459.83,2125.05
LD00009636,2366.33,1990.1,1864.07
LD00009637,1673.81,1952.46,2415.88
LD00009638,1581.85,1861.86,1742.65
LD00009639,2344.43,1583.18,1835.43
LD00009640,2387.43,1514.89,1768.17
LD00009641,2880.27,1268.13,2468.74
LD00009642,2521.15,1993.21,1818.24
LD00009643,1718.57,1877.38,1638.86
LD00009644,1643.03,1329.73,2781.16
LD00009645,1833.48,1800.73,1865.67
LD00009646,1805.22,1484.65,2698.63
LD00009647,2415.68,1287.97,2510.65
LD00009648,2258.55,1478.82,1513.44
LD00009649,2053.53,2014.16,2638.68
LD00009650,2971.27,1818.71,2387.33
LD00009651,2799.12,1740.05,1617.79
LD00009652,2447.18,2136.24,2130.14
LD00009653,2115.36,2229.29,2068.87
LD00009654,2496.38,2069.54,2386.16
LD00009655,2446.64,1917.17,1967.81
LD00009656,2611.43,2273.58,2244.69
LD00009657,2906.55,1751.15,1666.94
LD00009658,1618.8,1339.14,1652.99
LD00009659,2509.99,2268.98,1874.72
LD00009660,1561.14,1688.98,2389.61
LD00009661,2866.34,2310.14,2462.4
LD00009662,2177.14,1834.47,2476.24
LD00009663,2641.8,2096.98,2118.87
